"domain","name","cc","region","type","category","language","comment","geoloc_cc",size_mobile,size_desktop
"www.africanexaminer.com","African Examiner","NG","Nationwide","IN","GI","ENG","","CA-QC",191016,191136
"www.africanheraldexpress.com","African Herald Express","NG","Abuja","NP","GI","ENG","","US-CA",39730,39730
"www.africapresse.com","Africa Presse","CM","Nationwide","IN","GI","FRA","","US-FL",108044,108044
"www.africasports.net","Africa Sports","SO","National","IN","SP","ENG","Also SOM","BG",109084,109084
"www.africatoday.co.ao","Africa Today","AO","National","MG","GI","POR","","IT",85448,85448
"www.afrik53.com","Afrik 53","CI","National","IN","GI","FRA","","FR",153512,153512
"www.afrol.com","Afrol Somaliland","SO","Hargeisa","IN","GI","ENG","","NO",65962,65962
"www.agpgabon.ga","Agence Gabonaise de Presse","GA","National","PA","GI","FRA","","FR",23874,23874
"www.ahdath.info","Al Ahdath Al Maghribia","MA","Casablanca","NP","GI","ARA","","US",92473,198074
"www.ahram.org.eg","Al Ahram","EG","National","NP","GI","ARA","","EG",406100,406100
"www.aib.bf","Agence d'Information du Burkina","BF","National","PA","GI","FRA","","FR",62252,62252
"www.aip.ci","Agence Ivoirienne de Presse","CI","National","PA","GI","FRA","","FR",127603,127603
"www.akaboozi.fm","Akaboozi","UG","Kampala","BC","GI","LUG","Radio Also ENG","MU",85108,85109
"www.akhbaralyoumsd.net","Akhbar Al Youm","SD","Khartoum","NP","GI","ARA","","US-TX",5536,5922
"www.akhbarelyoum.dz","Akhbar El Youm","DZ","Alger","NP","GI","ARA","Islam","FR",83520,83520
"www.akhbarlibya24.net","Akhbar Libya 24","LY","Nationwide","PA","GI","ARA","","US-UT",359,359
"www.akhersaa-dz.com","Akher Saa","DZ","Alger","NP","GI","ARA","","FR",309795,220974
"www.akwaibomnewsonline.com","Akwa Ibom News Online","NG","Uyo","IN","GI","ENG","","US-UT",40448,29805
"www.al-fadjr.com","Al Fadjr","DZ","Alger","NP","GI","ARA","","FR",276813,276813
"www.al-jarida.net","Al Jarida Al Maghribia","MA","National","IN","GI","ENG","","US-GA",38674,38674
"www.alakhbar.info","Alakhbar","MR","National","PA","GI","ARA","","DE",84119,84119
"www.alalam.ma","Al Alam","MA","National","NP","GI","ARA","","FR",160895,160895
"www.alaroyeonline.com","Alaroye","NG","Lagos","NP","GI","YOR","","US-AZ",315,315
"www.albassair.org","Al Bassair","DZ","Alger","NP","RL","ARA","","DE",51768,51811
"www.alenalki.com","Alenalki","ER","National","IN","GI","TIG","Also ENG","SE",203,203
"www.alfa.cv","Alfa Comunicacoes","CV","Nationwide","IN","GI","POR","","US-UT",4669,4669
"www.alger-republicain.com","Alger Republicain","DZ","National","IN","GI","FRA","","FR",55078,55078
"www.algerep.com","Alger Republicain","DZ","National","IN","GI","ARA","","FR",56410,56410
"www.algeria-newspapers.com","Algeria Newspapers","DZ","National","IN","GI","ENG","","US-MI",104301,104301
"www.algeria-watch.org","Algeria Watch","DZ","National","IN","GI","ENG","","DE",2797,2797
"www.algeriatimes.net","Algeria Times","DZ","National","IN","GI","ARA","Site 1","US-TX",205562,205562
"www.algerie-focus.com","Algerie Focus","DZ","National","IN","GI","FRA","","DE",222008,222000
"www.algerie1.com","Algerie 1","DZ","National","IN","GI","FRA","","US",74074,75097
"www.algerie360.com","Algerie 360","DZ","National","IN","GI","FRA","","US",148002,148341
"www.algerieconfluences.com","Algerie Confluences","DZ","Alger","NP","GI","FRA","","US-TX",9054,9629
"www.algeriepatriotique.com","Algerie Patriotique","DZ","National","IN","GI","FRA","","US",300423,300423
"www.algomhuria.net.eg","Al Gomhuria","EG","National","NP","GI","ARA","","EG",99,99
"www.allghananews.com","All Ghana News","GH","National","IN","GI","ENG","","US-AZ",128555,128555
"www.allnigeriasoccer.com","All Nigeria Soccer","NG","Nationwide","IN","SP","ENG","","US-CA",19272,18901
"www.allpuntland.com","All Puntland","SO","Garowe","IN","GI","SOM","","DK",93940,93940
"www.allsomali.com","All Somali","SO","Foreign","IN","GI","SOM","Also ENG","US-TX",10518,10401
"www.almaghribia.ma","Assahra Al Maghribia","MA","Casablanca","NP","GI","ARA","","US",46822,46821
"www.almasryalyoum.com","Al Masry Al Youm","EG","Cairo","NP","GI","ARA","","US",67241,125953
"www.almassaepress.com","Al Massae","MA","National","NP","GI","ARA","","US",7010,7307
"www.almessa.net.eg","Al Messa","EG","National","NP","GI","ARA","","US",251763,251763
"www.almizan.info","Al Mizan","NG","Kaduna","NP","GI","HAU","Radio","US",33264,33264
"www.almshaheer.com","Al Mshaheer","SD","Khartoum","NP","GI","ARA","","DE",67683,67683
"www.alome.com","A Lome","TG","National","IN","GI","FRA","","US",60459,60459
"www.alqarn.dj","Al Qarn","DJ","National","NP","GI","ARA","","DJ",92396,92396
"www.alsahafa.info","Al Sahafa","SD","Khartoum","NP","GI","ARA","","US-AZ",18662,18594
"www.alwafd.org","Al Wafd","EG","National","NP","GI","ARA","","US",51690,122494
"www.alwatanalarabi.com","Al Watan Al Arabi","EG","National","MG","GI","ARA","","US",219292,180316
"www.alwatwan.net","Al Watwan","KM","Nationwide","NP","GI","FRA","","SG",42315,42315
"www.alwihdainfo.com","Al Wihda","TD","Nationwide","IN","GI","FRA","","FR",150080,150080
"www.amalawi.info","Amalawi","MW","National","IN","GI","ENG","","DE",34476,79929
"www.ami.mr","Chaab","MR","National","NP","GI","ARA","","MR",50240,50240
"www.angola24.net","Angola 24","AO","National","IN","GI","POR","","",21523,21523
"www.angola24horas.com","Angola 24 Horas","AO","National","IN","GI","POR","","BR",151247,151247
"www.angolaglobal.net","Angola Global","AO","National","IN","GI","POR","","CA-QC",298,298
"www.angonoticias.com","Ango Noticias","AO","National","IN","GI","POR","","PT",45493,45486
"www.ann7.com","ANN7","ZA","National","BC","GI","ENG","TV","ZA",215146,215146
"www.annabacity.net","Annaba City","DZ","Annaba","IN","GI","FRA","","FR",51085,51304
"www.annasronline.com","An Nasr","DZ","Constantine","NP","GI","ARA","","FR",99562,99562
"www.antennereunion.fr","Antenne Reunion","RE","National","BC","GI","FRA","TV","FR",343723,343723
"www.aouaga.com","A Ouaga","BF","National","IN","GI","FRA","","US",66531,66531
"www.apctimes.com","All Peoples Communication","SL","National","IN","GI","ENG","","US-TX",66446,66446
"www.aproko247.com","Aproko 247","NG","Nationwide","IN","GI","ENG","","US-MI",92895,92895
"www.aps.dz","Algerie Presse Service","DZ","National","PA","GI","ARA","","US-CA",2888,2884
"www.aps.sn","Agence de Presse Senegalaise","SN","Nationwide","PA","GI","FRA","","FR",96615,96615
"www.arenebi.com","Arenebi","SN","Nationwide","IN","GI","FRA","","CA-ON",274414,274692
"www.arewaonline-ng.com","Arewa Online","NG","Nationwide","IN","GI","ENG","Covers Northern","US-IL",155921,155921
"www.arib.info","ARIB","BI","Nationwide","IN","GI","FRA","","FR",2899056,2899056
"www.arushatimes.co.tz","Arusha Times","TZ","Arusha","NP","GI","ENG","","DE",9393,9310
"www.ascension-island.gov.ac","Ascension Island","SH","Georgetown","IN","GO","ENG","","GB",71473,71442
"www.asdae.com","Asdae","MA","Rabat","NP","GI","ARA","","DE",14009,14009
"www.asmarino.com","Asmarino","ER","Foreign","IN","GI","ENG","","US-CA",87837,125240
"www.assabah.com.tn","Assabah","TN","National","NP","GI","ARA","","FR",142248,142248
"www.assabah.press.ma","Assabah","MA","National","NP","GI","ARA","","US",136073,136682
"www.atoo.ci","Atoo","CI","National","IN","GI","FRA","","FR",150504,150597
"www.attounissia.com.tn","Attounissia","TN","Tunis","NP","GI","ARA","","DE",1765,1986
"www.au-senegal.com","Au Senegal","SN","Nationwide","IN","GI","FRA","","FR",92700,92700
"www.aufait.ma","Au Fait","MA","Casablanca","NP","GI","FRA","","DE",701,701
"www.aujourdhui-en-guinee.com","Aujourd'hui en Guinee","GQ","National","IN","GI","FRA","","FR",79013,79013
"www.aujourdhui.ma","Aujourd'hui Le Maroc","MA","Casablanca","NP","GI","FRA","","US",185789,186352
"www.autrequotidien.com","L'Autre Quotidien","BJ","Cotonou","NP","GI","FRA","","US-MA",63115,69996
"www.awrambatimes.com","Awramba Times","ET","Foreign","IN","GI","ENG","","US-CA",50804,50803
"www.az.com.na","Allgemeine Zeitung","NA","Windhoek","NP","GI","DEU","","US",69194,69194
"www.b-metro.co.zw","B Metro","ZW","Bulawayo","NP","GI","ENG","Radio","ZA",62729,62729
"www.babnet.net","Babnet Tunisie","TN","National","IN","GI","FRA","Also ARA","US-CA",60325,277811
"www.bakhitaradio.org","Radio Bakhita","SS","National","BC","GI","ENG","Radio","AU",54595,54595
"www.ballitonews.co.za","Ballito News","ZA","Ballito","IN","GI","ENG","","US-TX",61123,61123
"www.banadir.com","Banadir","SO","Foreign","IN","GI","ENG","Also SOM","CA-ON",458412,458412
"www.banjulfocus.com","Banjul Focus","GM","Foreign","IN","GI","ENG","","US-AZ",40924,40924
"www.bdlive.co.za","Business Day","ZA","Johannesburg","NP","BU","ENG","","US-CA",421477,421477
"www.beeld.com","Beeld","ZA","Johannesburg","NP","GI","AFR","","ZA",47853,126695
"www.bejaiainfo.com","Bejaia Info","DZ","Bejaia","IN","GI","FRA","","US-WA",152780,152782
"www.bellanaija.com","Bella Naija","NG","Nationwide","IN","EN","ENG","","FR",363883,221411
"www.benin24tv.com","Benin 24 TV","BJ","National","BC","GI","FRA","Radio TV","US",110455,110455
"www.benininfo.com","Benin Info","BJ","National","IN","GI","FRA","","US-UT",142527,142527
"www.bh24.co.zw","BH24","ZW","National","IN","BU","ENG","","US-UT",169461,169591
"www.bignigeria.com","Big Nigeria","NG","Nationwide","IN","GI","ENG","","US-TX",177941,177941
"www.bissaudigital.com","Bissau Digital","GW","National","IN","GI","POR","","PT",26096,26096
"www.bizday.co.zw","Biz Day","ZW","National","IN","BU","ENG","","",19355,19355
"www.blida-aps.dz","Blida APS","DZ","Blida","PA","GI","ARA","","DZ",39289,39289
"www.bonaberi.com","Bonaberi","CM","Nationwide","IN","GI","FRA","","FR",107004,106997
"www.bonesha.bi","Bonesha FM","BI","Nationwide","BC","GI","FRA","Radio","DE",8472,8763
"www.bordj.info","Bord Bou Arreridj Info","DZ","Bordj Bou Arreridj","IN","GI","FRA","","CH",53105,53105
"www.botswanaguardian.co.bw","Botswana Guardian","BW","Gaborone","NP","GI","ENG","","BG",49568,49568
"www.bravanews.com","Brava News","CV","Vila Nova Sintra","IN","GI","POR","","US-NY",77051,77051
"www.brnieq.com","Brnieq","LY","Benghazi","NP","GI","ARA","","US-TX",20789,20789
"www.bugandawatch.com","Buganda Watch","UG","National","IN","GI","ENG","","US-UT",71318,71318
"www.bujumbura.be","Agence Bujumbura News","BI","Nationwide","PA","GI","FRA","","BE",714,714
"www.bukedde.co.ug","Bukedde","UG","Kampala","NP","GI","LUG","","SG",105596,105596
"www.burkina24.com","Burkina 24","BF","National","IN","GI","FRA","","US-UT",37329,37378
"www.burundi-sites.com","Burundi Sites","BI","Nationwide","IN","GI","FRA","","FR",17180,17180
"www.burundi.gov.bi","Gouvernement du Burundi","BI","Nationwide","IN","GO","FRA","","DE",39606,39606
"www.burundirealite.org","Burundi Realites","BI","Nationwide","IN","GI","ENG","","US-DE",307,307
"www.bushchicken.com","Bush Chicken","LR","Nationwide","IN","GI","ENG","","US-CA",78720,218102
"www.business-et-finances.com","Business et Finances","CD","Kinshasa","NP","BU","FRA","","CA-ON",187897,187897
"www.businessdaily.co.zw","Business Daily","ZW","National","IN","BU","ENG","","GB",48154,48127
"www.businessdailyafrica.com","Business Daily","KE","Nairobi","NP","BU","ENG","Radio","US",82768,82543
"www.businessdaytv.co.za","Business Day TV","ZA","National","BC","GI","ENG","TV","US-CA",421477,421477
"www.businessghana.com","Business Ghana","GH","National","BU","GI","ENG","","US-VA",1069,1069
"www.businesstimes.co.tz","Business Times","TZ","Dar es Salaam","NP","BU","ENG","","DE",9240,9328
"www.businessweekly.co.bw","Business Weekly and Review","BW","Gaborone","NP","BU","ENG","","US-UT",118896,118896
"www.busiweek.com","East African Business Week","UG","Kampala","NP","BU","ENG","","US-AZ",69880,69880
"www.cabodiario.com","Cabo Diario","CV","Nationwide","IN","GI","POR","","GB",29719,29719
"www.caboverdeonline.com","Cabo Verde Online","CV","Nationwide","IN","GI","ENG","","US-MI",39877,39877
"www.cairolive.com","Cairo Live","EG","Cairo","IN","GI","ENG","","US",97920,97920
"www.cairotimes.com","Cairo Times","EG","Cairo","NP","GI","ENG","","GB",26588,26588
"www.camer.be","Camer","CM","Nationwide","IN","GI","FRA","","DE",317032,317056
"www.cameroon-info.net","Cameroon Info","CM","Nationwide","IN","GI","FRA","","US-TX",173362,294126
"www.cameroon-tribune.cm","Cameroon Tribune","CM","Nationwide","NP","GI","FRA","Also ENG","US-NJ",154198,154198
"www.cameroononline.org","Cameroon Online","CM","Nationwide","IN","GI","ENG","Also FRA","US",152130,152131
"www.cameroonpostline.com","Cameroon Post","CM","Buea","NP","GI","ENG","","US-AZ",40968,89567
"www.cameroonweb.com","Cameroon Web","CM","Nationwide","IN","GI","ENG","","US",46436,26203
"www.cameroun-online.com","Cameroun Online","CM","Nationwide","IN","GI","FRA","","IT",263461,263461
"www.cameroun24.net","Cameroun 24","CM","Nationwide","IN","GI","FRA","","CA-QC",60610,60610
"www.camerounactu.net","Cameroun Actu","CM","Nationwide","IN","GI","FRA","","BG",14808,14808
"www.camerounlink.net","Cameroun Link","CM","Nationwide","IN","GI","FRA","","DE",165646,217878
"www.camnews24.com","Cam News 24","CM","Nationwide","IN","GI","FRA","","DE",70917,70917
"www.capetalk.co.za","Cape Talk","ZA","Cape Town","BC","GI","ENG","Radio","ZA",52158,52158
"www.capitaleritrea.com","Capital Eritrea","ER","Foreign","IN","GI","ENG","","DE",78679,78819
"www.capitalfm.co.ke","Capital FM","KE","Nairobi","BC","GI","ENG","","US",76115,76072
"www.capitalradiomalawi.com","Capital FM","MW","Blantyre","BC","GI","ENG","Radio","MW",114292,-1
"www.carletonvilleherald.com","Carletonville Fochville Herald","ZA","Carletonville","NP","GI","AFR","Also ENG","ZA",67686,184437
"www.carrefourdalgerie.com","Le Carrefour d'Algerie","DZ","Oran","NP","GI","FRA","","DZ",61218,61227
"www.cbc-eg.com","CBC","EG","National","BC","GI","ARA","TV","US",3649,3649
"www.cbn.co.za","Cape Business News","ZA","Cape Town","NP","BU","ENG","","ZA",115408,115408
"www.ceelqaboobe.com","Ceel Qaboobe","SO","Foreign","IN","GI","SOM","","US-NY",147928,147928
"www.cefib.com","CEFIB","ML","National","IN","GI","FRA","","US-PA",18463,18463
"www.centrafrique-presse.info","Centrafrique Presse Info","CF","Nationwide","IN","GI","FRA","","FR",86,86
"www.channelafrica.co.za","Channel Africa","ZA","National","BC","GI","ENG","Radio","ZA",87863,87863
"www.channelstv.com","Channels TV","NG","Nationwide","BC","GI","ENG","TV","US",150569,131057
"www.channelzim.net","Channel Zim","ZW","National","BC","GI","ENG","Radio","NL",1678,1678
"www.chikuniradiozm.org","Radio Chikuni","ZM","Chikuni Mission","BC","GI","ENG","Radio","US-CA",24246,35057
"www.chimpreports.com","Chimp Reports","UG","National","IN","GI","ENG","","US-IL",127283,128184
"www.chronicle.co.zw","Chronicle","ZW","Bulawayo","NP","GI","ENG","","US",130692,130692
"www.citifmonline.com","Citi FM","GH","Accra","BC","GI","ENG","Radio","US-KS",117915,117915
"www.citizentv.co.ke","Citizen TV","KE","National","BC","GI","ENG","TV","US",82853,82852
"www.citypress.co.za","City Press","ZA","National","NP","GI","ENG","","ZA",17320,81373
"www.cknnigeria.com","CKN Nigeria","NG","Nationwide","IN","GI","ENG","","US-NE",169734,169735
"www.clicanoo.re","Le Journal de L'Ile","RE","National","NP","GI","FRA","","US",63596,134764
"www.club-k.net","Club K","AO","National","IN","GI","POR","","US",122303,123001
"www.coastweek.com","Coastweek","KE","Mombasa","NP","GI","ENG","","US-MO",619447,619447
"www.comores-actualites.com","Comores Actualites","KM","Nationwide","IN","GI","FRA","","GB",63202,70081
"www.comores-infos.net","Comores Infos","KM","Nationwide","IN","GI","FRA","","DE",129263,129505
"www.competition.dz","Competition","DZ","Alger","NP","SP","FRA","","FR",62095,62095
"www.conakryonline.com","Conakry Online","GQ","National","IN","GI","FRA","","DE",50021,50021
"www.confidente.com.na","Confidente","NA","Windhoek","NP","GI","ENG","","US-NY",157579,157435
"www.congo-site.com","Congo Site","CG","Foreign","IN","GI","FRA","","FR",25514,49687
"www.congo24.net","Congo 24","CD","National","IN","GI","FRA","","US-MI",447,447
"www.congoindependant.com","Congo Independant","CD","Foreign","IN","GI","ENG","","DK",70426,70426
"www.congojet.com","Congo Jet","CD","National","IN","GI","FRA","","US",34970,34970
"www.congolais.fr","Congolais","CD","Foreign","IN","GI","FRA","","FR",4164,4164
"www.congopage.com","Congo Page","CG","Foreign","IN","GI","FRA","","US",65735,65735
"www.congoplanet.com","Congo Planet","CD","Foreign","IN","GI","ENG","","US-AZ",45163,45243
"www.congoplanete.com","Congo Planete","CD","Foreign","IN","GI","FRA","","US-AZ",47966,47932
"www.congotribune.com","Congo Tribune","CD","Foreign","IN","GI","FRA","","JP",36080,36080
"www.congovision.com","Congo Vision","CD","Foreign","IN","GI","FRA","","US-FL",103216,103216
"www.connectionivoirienne.net","Connection Ivoirienne","CI","National","IN","GI","FRA","","NL",107725,107725
"www.constantine-aps.dz","Constantine APS","DZ","Constantine","PA","GI","ARA","","DZ",43416,43416
"www.cote-d-ivoire.info","Cote d Ivoire","CI","National","IN","GI","FRA","","FR",895,895
"www.cote-d-ivoire.net","Cote d'Ivoire","CI","National","IN","GI","FRA","","FR",45640,66604
"www.cottontreenews.org","Cotton Tree","SL","Freetown","BC","GI","ENG","Radio","CH",18902,18902
"www.courriercasablanca.com","Le Courrier de Casablanca","MA","Casablanca","IN","GI","FRA","","CA-NB",164748,164748
"www.courrierconfidentiel.net","Courrier Confidentiel","BF","Ouagadougou","NP","GI","FRA","Radio","FR",46081,46081
"www.cridem.org","Cridem","MR","Foreign","IN","GI","FRA","","FR",52027,51943
"www.critiqueecho.com","Critique Echo Newspaper","SL","National","IN","GI","ENG","","DK",151310,151241
"www.cxpress.co.za","CXpress","ZA","Plettenberg Bay","NP","GI","ENG","","ZA",32777,32751
"www.cyberethiopia.com","Cyber Ethiopia","ET","Foreign","IN","GI","ENG","Also AMH","BG",44752,44749
"www.dac-presse.com","DAC","CG","Foreign","IN","GI","FRA","","DE",123095,123095
"www.daily-mail.co.zm","Zambia Daily Mail","ZM","National","NP","GI","ENG","","ZM",91223,91189
"www.dailyguideghana.com","Daily Guide","GH","Accra","NP","GI","ENG","","DE",75796,75796
"www.dailyheritageonline.com","Daily Heritage","GH","Accra","NP","GI","ENG","","US-KS",1658,1658
"www.dailymaverick.co.za","Daily Maverick","ZA","National","IN","GI","ENG","","US-CA",298729,298729
"www.dailynation.news","Daily Nation","ZM","National","NP","GI","ENG","","US-FL",94140,94140
"www.dailynews.co.tz","Daily News","TZ","Dar es Salaam","NP","GI","ENG","","US-UT",158163,158163
"www.dailynews.co.zw","Daily News","ZW","National","NP","GI","ENG","","IE",14870,40032
"www.dailynews.gov.bw","Daily News","BW","Nationwide","NP","GI","ENG","","BW",7201,45182
"www.dailynewsegypt.com","Daily News Egypt","EG","Cairo","NP","GI","ENG","","US-TX",134703,134703
"www.dailytrust.com.ng","Daily Trust","NG","Nationwide","NP","GI","ENG","","IN",168859,168859
"www.dakaractu.com","Dakar Actu","SN","Nationwide","IN","GI","FRA","","FR",202147,202152
"www.deboutcongolais.info","Debout Congolais","CD","National","IN","GI","FRA","","US-CA",36760,36760
"www.defimedia.info","Defi Media","MU","National","IN","GI","FRA","Also ENG","FR",379902,379902
"www.dehai.org","Dehai","ER","Foreign","IN","GI","ENG","","US-NY",92794,92794
"www.depechedekabylie.com","La Depeche de Kabylie","DZ","Tizi Ouzou","NP","GI","FRA","","GB",88200,88200
"www.derbypresse.dz","Derby","DZ","Alger","NP","SP","FRA","","FR",34832,34832
"www.devoircitoyen.fr","Devoir Citoyen","SN","Nationwide","IN","GI","FRA","","US-OH",38662,38662
"www.dieburger.com","Die Burger","ZA","Cape Town","NP","GI","AFR","","ZA",47179,126039
"www.digitalcongo.net","Digital Congo","CD","National","IN","GI","FRA","","US-VA",3028,3028
"www.direct.cd","Direct","CD","National","IN","GI","FRA","","US",136763,136763
"www.dispatchlive.co.za","Dispatch","ZA","East London","NP","GI","ENG","","US",214916,214916
"www.districtmail.com","District Mail","ZA","Helderberg","NP","GI","ENG","Also AFR","ZA",56995,146063
"www.djazairess.com","Djazairess","DZ","National","IN","GI","ARA","","US",107674,108243
"www.djibnet.com","Djib Net","DJ","Foreign","IN","GI","ENG","Also ENG SOM","US-CA",35727,35727
"www.dknews-dz.com","DK News","DZ","Alger","NP","GI","FRA","","AT",60639,60639
"www.dostor.org","Al Dostor","EG","Cairo","NP","GI","ARA","","US",97716,97718
"www.durbannews.co.za","Durban News","ZA","Durban","IN","GI","ENG","","US-TX",431355,431355
"www.dzfoot.com","DZ Foot","DZ","National","IN","SP","FRA","","US",60230,67593
"www.e-nigeriang.com","E Nigeria","NG","Nationwide","IN","GI","ENG","","US",144997,144997
"www.eastlondonexpress.co.za","East London Express","ZA","East London","NP","GI","ENG","Also AFR","ZA",61008,112793
"www.ech-chaab.com","Ech Chaab","DZ","National","NP","GI","ARA","","FR",252,252
"www.echo-doran.com","L'Echo d'Oran","DZ","Oran","NP","GI","FRA","","NL",1003,296
"www.echo.co.bw","Echo","BW","Gaborone","NP","GI","ENG","","BW",2793,2793
"www.echoroukonline.com","Ech Chorouk El Youmi","DZ","National","NP","GI","ARA","","FR",285537,285537
"www.economist.com.na","Namibia Economist","NA","Windhoek","NP","BU","ENG","","US",587953,588965
"www.ecr.co.za","East Coast Radio","ZA","Durban","BC","GI","ENG","Radio","US",83660,69133
"www.edenexpress.co.za","Eden Express","ZA","George","NP","GI","ENG","Also AFR","ZA",61008,112693
"www.edgecommunitynews.com","Edge","ZA","Sedgefield","NP","GI","ENG","","DE",68000,68000
"www.editogo.tg","Togo Presse","TG","National","NP","GI","FRA","","TG",2795,2795
"www.editorialnigeria.com","Editorial Nigeria","NG","Nationwide","IN","GI","ENG","","US-UT",5382,5382
"www.edoworld.net","Edo World","NG","Benin City","IN","GI","ENG","Radio TV","US-FL",151719,151719
"www.egynews.net","Egyptian Radio and Television","EG","National","BC","GI","ARA","Radio TV","NL",163852,163852
"www.egypt-elections.com","Egypt Elections","EG","Foreign","IN","GI","ARA","","US-UT",5379,5379
"www.egyptindependent.com","Egypt Independent","EG","National","IN","GI","ENG","","US-CA",172758,142812
"www.eikestadnuus.co.za","Eikestad Nuus","ZA","Stellenbosch","NP","GI","AFR","","ZA",59785,148257
"www.el-hakaek.com","El Hakaek","DZ","Alger","NP","GI","ARA","","US-VA",295,295
"www.el-massa.com","El Massa","DZ","Alger","NP","GI","ARA","","CH",922,922
"www.elacil.com","El Acil","DZ","Constantine","NP","GI","FRA","","FR",10718,10718
"www.elahdath.net","El Ahdath","DZ","Alger","NP","GI","ARA","","US-TX",79070,79172
"www.elbilad.net","El Bilad","DZ","Alger","NP","GI","ARA","","US",67940,114593
"www.elconfidencialsaharaui.com","El Confidencial Saharaui","EH","National","IN","GI","SPA","","US-CA",71650,105817
"www.eldjazaircom.dz","El Djazair","DZ","National","MG","GI","FRA","","DE",28148,28148
"www.eldjoumhouria.dz","El Djoumhouria","DZ","Oran","NP","GI","ARA","","US-IL",64776,64776
"www.elgoual.com","El Goual","DZ","National","IN","GI","FRA","","NL",293,293
"www.elheddaf.com","El Heddaf","DZ","Alger","NP","SP","ARA","","US",139265,139562
"www.eljadida.com","El Jadida","MA","El Jadida","IN","GI","FRA","","FR",53383,53383
"www.elkhabar.com","El Khabar","DZ","National","NP","GI","ARA","","US",92262,92260
"www.elmoudjahid-hebdo.com","El Moudjahid Hebdo","DZ","Alger","NP","GI","ARA","","NL",2864,303
"www.elmoudjahid.com","El Moudjahid","DZ","National","NP","GI","ARA","","US-CO",101173,101173
"www.elombah.com","Elombah","NG","Nationwide","IN","GI","ENG","","US-UT",213894,213894
"www.elwassat.com","El Wassat","DZ","Alger","NP","GI","ARA","","DZ",163809,163809
"www.elwatan.com","El Watan","DZ","National","NP","GI","FRA","","FR",86162,86162
"www.ena.gov.et","Ethiopian News Agency","ET","National","PA","GI","ENG","Also AMH","ET",146570,146570
"www.enca.com","eNews Channel Africa","ZA","National","BC","GI","ENG","TV","IE",373213,137151
"www.ennaharonline.com","Ennahar El Jadid","DZ","Alger","NP","GI","ARA","","FR",195215,195346
"www.enqueteplus.com","Enquete Plus","SN","Dakar","NP","GI","FRA","","EU",130951,130951
"www.enqueteur-gn.info","L'Enqueteur","GQ","Conakry","NP","GI","FRA","","US-TX",111720,111720
"www.entv.dz","Television Algerienne","DZ","National","BC","GI","ARA","TV","DZ",22813,22813
"www.eritrea24.com","Eritrea 24","ER","National","IN","GI","ENG","","US-AZ",58130,58130
"www.eritreadaily.net","Eritrea Daily","ER","Foreign","IN","GI","ENG","","US-MA",162842,162842
"www.ertagov.com","EBC","ET","National","BC","GI","AMH","Also ENG","JP",55181,55181
"www.essahafa.info.tn","Essahafa","TN","National","NP","GI","ARA","","TN",64906,64906
"www.essor.ml","L'Essor","ML","National","NP","GI","FRA","","DE",356764,356747
"www.ethiomedia.com","Ethio Media","ET","Foreign","IN","GI","ENG","","US-CA",65401,65401
"www.ethionewsdirect.com","Ethio News Direct","ET","Foreign","IN","GI","ENG","","US",157360,108774
"www.ethioobserver.net","Ethiopian Observer","ET","Foreign","IN","GI","ENG","","US-FL",549333,549333
"www.ethiopian-news.com","Ethiopian News","ET","Foreign","IN","GI","ENG","","US-TX",118261,118261
"www.ethiopianreporter.com","Reporter","ET","Addis Ababa","NP","GI","AMH","","US",104864,104642
"www.ethiopians.com","Media Ethiopia","ET","Foreign","IN","GI","ENG","Also AMH","US-AZ",20601,20601
"www.etiame.com","Etiame","TG","Foreign","IN","GI","FRA","","FR",168664,168723
"www.evenement-bf.net","L'Evenement","BF","Ouagadougou","NP","GI","FRA","","CH",38314,38314
"www.expansao.co.ao","Expansao","AO","Luanda","NP","BU","POR","","US-TX",81319,81319
"www.expatica.com","Expatica","ZA","Foreign","IN","GI","ENG","","NL",22374,22374
"www.expotimesonline.net","Expo Times","SL","National","IN","GI","ENG","","CA-QC",47124,46731
"www.expressodasilhas.sapo.cv","Expresso das Ilhas","CV","Nationwide","NP","GI","POR","","GB",32630,32630
"www.ezega.com","Ezega","ET","Foreign","IN","GI","ENG","Also AMH","US-MI",26377,26377
"www.faceofmalawi.com","Face of Malawi","MW","National","IN","GI","ENG","","US",62509,142238
"www.factualreporters.com","Factual Reporters","NG","Nationwide","IN","GI","ENG","","US-MI",82499,82499
"www.farajat.net","Farajat","ER","Foreign","IN","GI","ARA","","AU",369271,369271
"www.fasonews.net","Faso News","BF","National","IN","GI","FRA","","FR",22034,22034
"www.fasopresse.net","Faso Presse","BF","National","IN","GI","FRA","","FR",47805,47805
"www.fasozine.com","Faso Zine","BF","National","MG","GI","FRA","","US",21197,21198
"www.febpress.ly","Febrayer","LY","Nationwide","NP","GI","ARA","","",211,211
"www.financialgazette.co.zw","Financial Gazette","ZW","Harare","NP","BU","ENG","","ZA",96652,96652
"www.financialmail.co.za","Financial Mail","ZA","National","MG","BU","ENG","","US-CA",421423,421423
"www.finitemagazine.co.ls","Finite Magazine","LS","National","MG","GI","ENG","","US-FL",100193,100193
"www.flavafm.co.zm","Flava FM","ZM","Kitwe","BC","GI","ENG","Radio","US-CA",45300,45300
"www.focusinfos.net","Focus Infos","TG","Lome","NP","GI","FRA","","FR",70574,70574
