"cc3","cc","domain",rtt,remote
"ZAF","ZA","www.businessdaytv.co.za",69,1
"ZAF","ZA","www.businessdaytv.co.za",67,1
"ZAF","ZA","www.businessdaytv.co.za",46,1
"ZAF","ZA","www.businessdaytv.co.za",54,1
"ZAF","ZA","www.businessdaytv.co.za",46,1
"ZAF","ZA","www.businessdaytv.co.za",66,1
"ZAF","ZA","www.businessdaytv.co.za",81,1
"ZAF","ZA","www.businessdaytv.co.za",69,1
"ZAF","ZA","www.businessdaytv.co.za",89,1
"ZAF","ZA","www.businessdaytv.co.za",70,1
"ZAF","ZA","www.businessdaytv.co.za",65,1
"ZAF","ZA","www.businessdaytv.co.za",86,1
"ZAF","ZA","www.businessdaytv.co.za",48,1
"ZAF","ZA","www.businessdaytv.co.za",83,1
"ZAF","ZA","www.businessdaytv.co.za",46,1
"ZAF","ZA","www.businessdaytv.co.za",66,1
"ZAF","ZA","www.businessdaytv.co.za",72,1
"ZAF","ZA","www.businessdaytv.co.za",78,1
"ZAF","ZA","www.capetalk.co.za",45,0
"ZAF","ZA","www.capetalk.co.za",25,0
"ZAF","ZA","www.capetalk.co.za",64,0
"ZAF","ZA","www.capetalk.co.za",41,0
"ZAF","ZA","www.capetalk.co.za",40,0
"ZAF","ZA","www.capetalk.co.za",23,0
"ZAF","ZA","www.capetalk.co.za",34,0
"ZAF","ZA","www.capetalk.co.za",46,0
"ZAF","ZA","www.capetalk.co.za",46,0
"ZAF","ZA","www.capetalk.co.za",66,0
"ZAF","ZA","www.capetalk.co.za",215,0
"ZAF","ZA","www.capetalk.co.za",27,0
"ZAF","ZA","www.capetalk.co.za",57,0
"ZAF","ZA","www.capetalk.co.za",26,0
"ZAF","ZA","www.capetalk.co.za",22,0
"ZAF","ZA","www.capetalk.co.za",32,0
"ZAF","ZA","www.capetalk.co.za",22,0
"ZAF","ZA","www.capetalk.co.za",63,0
"ZAF","ZA","www.capetalk.co.za",37,0
"ZAF","ZA","www.capetalk.co.za",25,0
"ZAF","ZA","www.capetalk.co.za",27,0
"ZAF","ZA","www.capetalk.co.za",355,0
"ZAF","ZA","www.capetalk.co.za",38,0
"ZAF","ZA","www.capetalk.co.za",41,0
"ZAF","ZA","www.capetalk.co.za",46,0
"ZAF","ZA","www.capetalk.co.za",63,0
"ZAF","ZA","www.capetalk.co.za",39,0
"ZAF","ZA","www.capetalk.co.za",64,0
"ZAF","ZA","www.capetalk.co.za",26,0
"ZAF","ZA","www.capetalk.co.za",22,0
"ZAF","ZA","www.capetalk.co.za",54,0
"ZAF","ZA","www.capetalk.co.za",58,0
"ZAF","ZA","www.capetalk.co.za",39,0
"ZAF","ZA","www.capetalk.co.za",23,0
"ZAF","ZA","www.capetalk.co.za",212,0
"ZAF","ZA","www.capetalk.co.za",39,0
"ZAF","ZA","www.capetalk.co.za",46,0
"ZAF","ZA","www.capetalk.co.za",56,0
"ZAF","ZA","www.capetalk.co.za",58,0
"ZAF","ZA","www.capetalk.co.za",361,0
"ZAF","ZA","www.capetalk.co.za",115,0
"ZAF","ZA","www.capetalk.co.za",46,0
"ZAF","ZA","www.capetalk.co.za",70,0
"ZAF","ZA","www.capetalk.co.za",78,0
"ZAF","ZA","www.carletonvilleherald.com",23,0
"ZAF","ZA","www.carletonvilleherald.com",19,0
"ZAF","ZA","www.carletonvilleherald.com",3,0
"ZAF","ZA","www.carletonvilleherald.com",40,0
"ZAF","ZA","www.carletonvilleherald.com",26,0
"ZAF","ZA","www.carletonvilleherald.com",3,0
"ZAF","ZA","www.carletonvilleherald.com",34,0
"ZAF","ZA","www.carletonvilleherald.com",25,0
"ZAF","ZA","www.carletonvilleherald.com",4,0
"ZAF","ZA","www.carletonvilleherald.com",30,0
"ZAF","ZA","www.carletonvilleherald.com",23,0
"ZAF","ZA","www.carletonvilleherald.com",20,0
"ZAF","ZA","www.carletonvilleherald.com",30,0
"ZAF","ZA","www.carletonvilleherald.com",34,0
"ZAF","ZA","www.carletonvilleherald.com",64,0
"ZAF","ZA","www.carletonvilleherald.com",70,0
"ZAF","ZA","www.carletonvilleherald.com",4,0
"ZAF","ZA","www.carletonvilleherald.com",24,0
"ZAF","ZA","www.carletonvilleherald.com",53,0
"ZAF","ZA","www.carletonvilleherald.com",28,0
"ZAF","ZA","www.carletonvilleherald.com",5,0
"ZAF","ZA","www.carletonvilleherald.com",25,0
"ZAF","ZA","www.carletonvilleherald.com",27,0
"ZAF","ZA","www.carletonvilleherald.com",34,0
"ZAF","ZA","www.carletonvilleherald.com",31,0
"ZAF","ZA","www.carletonvilleherald.com",21,0
"ZAF","ZA","www.carletonvilleherald.com",34,0
"ZAF","ZA","www.carletonvilleherald.com",36,0
"ZAF","ZA","www.carletonvilleherald.com",21,0
"ZAF","ZA","www.carletonvilleherald.com",26,0
"ZAF","ZA","www.carletonvilleherald.com",17,0
"ZAF","ZA","www.carletonvilleherald.com",5,0
"ZAF","ZA","www.carletonvilleherald.com",18,0
"ZAF","ZA","www.carletonvilleherald.com",5,0
"ZAF","ZA","www.carletonvilleherald.com",4,0
"ZAF","ZA","www.carletonvilleherald.com",2,0
"ZAF","ZA","www.carletonvilleherald.com",30,0
"ZAF","ZA","www.carletonvilleherald.com",22,0
"ZAF","ZA","www.carletonvilleherald.com",17,0
"ZAF","ZA","www.carletonvilleherald.com",19,0
"ZAF","ZA","www.carletonvilleherald.com",17,0
"ZAF","ZA","www.carletonvilleherald.com",31,0
"ZAF","ZA","www.carletonvilleherald.com",4,0
"ZAF","ZA","www.carletonvilleherald.com",43,0
"ZAF","ZA","www.cbn.co.za",24,0
"ZAF","ZA","www.cbn.co.za",22,0
"ZAF","ZA","www.cbn.co.za",42,0
"ZAF","ZA","www.cbn.co.za",18,0
"ZAF","ZA","www.cbn.co.za",32,0
"ZAF","ZA","www.cbn.co.za",2,0
"ZAF","ZA","www.cbn.co.za",25,0
"ZAF","ZA","www.cbn.co.za",3,0
"ZAF","ZA","www.cbn.co.za",1,0
"ZAF","ZA","www.cbn.co.za",13,0
"ZAF","ZA","www.cbn.co.za",38,0
"ZAF","ZA","www.cbn.co.za",24,0
"ZAF","ZA","www.cbn.co.za",27,0
"ZAF","ZA","www.cbn.co.za",5,0
"ZAF","ZA","www.cbn.co.za",26,0
"ZAF","ZA","www.cbn.co.za",41,0
"ZAF","ZA","www.cbn.co.za",42,0
"ZAF","ZA","www.cbn.co.za",1,0
"ZAF","ZA","www.cbn.co.za",17,0
"ZAF","ZA","www.cbn.co.za",28,0
"ZAF","ZA","www.cbn.co.za",23,0
"ZAF","ZA","www.cbn.co.za",3,0
"ZAF","ZA","www.cbn.co.za",25,0
"ZAF","ZA","www.cbn.co.za",31,0
"ZAF","ZA","www.cbn.co.za",1,0
"ZAF","ZA","www.cbn.co.za",1,0
"ZAF","ZA","www.cbn.co.za",3,0
"ZAF","ZA","www.cbn.co.za",17,0
"ZAF","ZA","www.cbn.co.za",23,0
"ZAF","ZA","www.cbn.co.za",43,0
"ZAF","ZA","www.cbn.co.za",3,0
"ZAF","ZA","www.cbn.co.za",2,0
"ZAF","ZA","www.cbn.co.za",18,0
"ZAF","ZA","www.cbn.co.za",12,0
"ZAF","ZA","www.cbn.co.za",42,0
"ZAF","ZA","www.cbn.co.za",33,0
"ZAF","ZA","www.cbn.co.za",20,0
"ZAF","ZA","www.cbn.co.za",19,0
"ZAF","ZA","www.cbn.co.za",54,0
"ZAF","ZA","www.cbn.co.za",26,0
"ZAF","ZA","www.cbn.co.za",1,0
"ZAF","ZA","www.cbn.co.za",2,0
"ZAF","ZA","www.cbn.co.za",73,0
"ZAF","ZA","www.citypress.co.za",19,0
"ZAF","ZA","www.citypress.co.za",43,0
"ZAF","ZA","www.citypress.co.za",21,0
"ZAF","ZA","www.citypress.co.za",19,0
"ZAF","ZA","www.citypress.co.za",1,0
"ZAF","ZA","www.citypress.co.za",2,0
"ZAF","ZA","www.citypress.co.za",23,0
"ZAF","ZA","www.citypress.co.za",1,0
"ZAF","ZA","www.citypress.co.za",24,0
"ZAF","ZA","www.citypress.co.za",38,0
"ZAF","ZA","www.citypress.co.za",44,0
"ZAF","ZA","www.citypress.co.za",55,0
"ZAF","ZA","www.citypress.co.za",298,0
"ZAF","ZA","www.citypress.co.za",5,0
"ZAF","ZA","www.citypress.co.za",30,0
"ZAF","ZA","www.citypress.co.za",18,0
"ZAF","ZA","www.citypress.co.za",29,0
"ZAF","ZA","www.citypress.co.za",24,0
"ZAF","ZA","www.citypress.co.za",18,0
"ZAF","ZA","www.citypress.co.za",20,0
"ZAF","ZA","www.citypress.co.za",30,0
"ZAF","ZA","www.citypress.co.za",5,0
"ZAF","ZA","www.citypress.co.za",24,0
"ZAF","ZA","www.citypress.co.za",24,0
"ZAF","ZA","www.citypress.co.za",29,0
"ZAF","ZA","www.citypress.co.za",1,0
"ZAF","ZA","www.citypress.co.za",3,0
"ZAF","ZA","www.citypress.co.za",2,0
"ZAF","ZA","www.citypress.co.za",5,0
"ZAF","ZA","www.citypress.co.za",18,0
"ZAF","ZA","www.citypress.co.za",23,0
"ZAF","ZA","www.citypress.co.za",24,0
"ZAF","ZA","www.citypress.co.za",2,0
"ZAF","ZA","www.citypress.co.za",29,0
"ZAF","ZA","www.citypress.co.za",1,0
"ZAF","ZA","www.citypress.co.za",18,0
"ZAF","ZA","www.citypress.co.za",30,0
"ZAF","ZA","www.citypress.co.za",23,0
"ZAF","ZA","www.citypress.co.za",18,0
"ZAF","ZA","www.citypress.co.za",23,0
"ZAF","ZA","www.citypress.co.za",32,0
"ZAF","ZA","www.cxpress.co.za",36,0
"ZAF","ZA","www.cxpress.co.za",13,0
"ZAF","ZA","www.cxpress.co.za",198,0
"ZAF","ZA","www.cxpress.co.za",43,0
"ZAF","ZA","www.cxpress.co.za",44,0
"ZAF","ZA","www.cxpress.co.za",88,0
"ZAF","ZA","www.cxpress.co.za",69,0
"ZAF","ZA","www.cxpress.co.za",200,0
"ZAF","ZA","www.cxpress.co.za",45,0
"ZAF","ZA","www.cxpress.co.za",24,0
"ZAF","ZA","www.cxpress.co.za",33,0
"ZAF","ZA","www.cxpress.co.za",21,0
"ZAF","ZA","www.cxpress.co.za",5,0
"ZAF","ZA","www.cxpress.co.za",30,0
"ZAF","ZA","www.cxpress.co.za",27,0
"ZAF","ZA","www.cxpress.co.za",2,0
"ZAF","ZA","www.cxpress.co.za",4,0
"ZAF","ZA","www.cxpress.co.za",33,0
"ZAF","ZA","www.cxpress.co.za",3,0
"ZAF","ZA","www.cxpress.co.za",4,0
"ZAF","ZA","www.cxpress.co.za",5,0
"ZAF","ZA","www.cxpress.co.za",19,0
"ZAF","ZA","www.cxpress.co.za",22,0
"ZAF","ZA","www.cxpress.co.za",18,0
"ZAF","ZA","www.cxpress.co.za",49,0
"ZAF","ZA","www.cxpress.co.za",23,0
"ZAF","ZA","www.cxpress.co.za",29,0
"ZAF","ZA","www.cxpress.co.za",153,0
"ZAF","ZA","www.cxpress.co.za",5,0
"ZAF","ZA","www.cxpress.co.za",21,0
"ZAF","ZA","www.cxpress.co.za",39,0
"ZAF","ZA","www.cxpress.co.za",128,0
"ZAF","ZA","www.cxpress.co.za",48,0
"ZAF","ZA","www.cxpress.co.za",20,0
"ZAF","ZA","www.cxpress.co.za",49,0
"ZAF","ZA","www.cxpress.co.za",4,0
"ZAF","ZA","www.cxpress.co.za",3,0
"ZAF","ZA","www.cxpress.co.za",27,0
"ZAF","ZA","www.cxpress.co.za",24,0
"ZAF","ZA","www.cxpress.co.za",28,0
"ZAF","ZA","www.cxpress.co.za",4,0
"ZAF","ZA","www.cxpress.co.za",324,0
"ZAF","ZA","www.cxpress.co.za",4,0
"ZAF","ZA","www.cxpress.co.za",39,0
"ZAF","ZA","www.dailymaverick.co.za",205,1
"ZAF","ZA","www.dailymaverick.co.za",152,1
"ZAF","ZA","www.dailymaverick.co.za",11,1
"ZAF","ZA","www.dailymaverick.co.za",2,1
"ZAF","ZA","www.dailymaverick.co.za",12,1
"ZAF","ZA","www.dailymaverick.co.za",25,1
"ZAF","ZA","www.dailymaverick.co.za",71,1
"ZAF","ZA","www.dailymaverick.co.za",29,1
"ZAF","ZA","www.dailymaverick.co.za",21,1
"ZAF","ZA","www.dailymaverick.co.za",16,1
"ZAF","ZA","www.dailymaverick.co.za",2,1
"ZAF","ZA","www.dailymaverick.co.za",24,1
"ZAF","ZA","www.dailymaverick.co.za",41,1
"ZAF","ZA","www.dailymaverick.co.za",185,1
"ZAF","ZA","www.dailymaverick.co.za",9,1
"ZAF","ZA","www.dailymaverick.co.za",163,1
"ZAF","ZA","www.dailymaverick.co.za",12,1
"ZAF","ZA","www.dailymaverick.co.za",25,1
"ZAF","ZA","www.dailymaverick.co.za",51,1
"ZAF","ZA","www.dailymaverick.co.za",21,1
"ZAF","ZA","www.dailymaverick.co.za",22,1
"ZAF","ZA","www.dailymaverick.co.za",25,1
"ZAF","ZA","www.dailymaverick.co.za",1,1
"ZAF","ZA","www.dailymaverick.co.za",185,1
"ZAF","ZA","www.dailymaverick.co.za",16,1
"ZAF","ZA","www.dailymaverick.co.za",2,1
"ZAF","ZA","www.dailymaverick.co.za",2,1
"ZAF","ZA","www.dailymaverick.co.za",24,1
"ZAF","ZA","www.dailymaverick.co.za",5,1
"ZAF","ZA","www.dailymaverick.co.za",24,1
"ZAF","ZA","www.dailymaverick.co.za",18,1
"ZAF","ZA","www.dailymaverick.co.za",163,1
"ZAF","ZA","www.dailymaverick.co.za",20,1
"ZAF","ZA","www.dailymaverick.co.za",1,1
"ZAF","ZA","www.dailymaverick.co.za",25,1
"ZAF","ZA","www.dailymaverick.co.za",24,1
"ZAF","ZA","www.dailymaverick.co.za",52,1
"ZAF","ZA","www.dailymaverick.co.za",24,1
"ZAF","ZA","www.dieburger.com",19,0
"ZAF","ZA","www.dieburger.com",19,0
"ZAF","ZA","www.dieburger.com",30,0
"ZAF","ZA","www.dieburger.com",24,0
"ZAF","ZA","www.dieburger.com",19,0
"ZAF","ZA","www.dieburger.com",2,0
"ZAF","ZA","www.dieburger.com",5,0
"ZAF","ZA","www.dieburger.com",24,0
"ZAF","ZA","www.dieburger.com",43,0
"ZAF","ZA","www.dieburger.com",24,0
"ZAF","ZA","www.dieburger.com",54,0
"ZAF","ZA","www.dieburger.com",5,0
"ZAF","ZA","www.dieburger.com",26,0
"ZAF","ZA","www.dieburger.com",23,0
"ZAF","ZA","www.dieburger.com",3,0
"ZAF","ZA","www.dieburger.com",2,0
"ZAF","ZA","www.dieburger.com",27,0
"ZAF","ZA","www.dieburger.com",3,0
"ZAF","ZA","www.dieburger.com",1,0
"ZAF","ZA","www.dieburger.com",3,0
"ZAF","ZA","www.dieburger.com",17,0
"ZAF","ZA","www.dieburger.com",19,0
"ZAF","ZA","www.dieburger.com",43,0
"ZAF","ZA","www.dieburger.com",43,0
"ZAF","ZA","www.dieburger.com",5,0
"ZAF","ZA","www.dieburger.com",42,0
"ZAF","ZA","www.dieburger.com",29,0
"ZAF","ZA","www.dieburger.com",1,0
"ZAF","ZA","www.dieburger.com",10,0
"ZAF","ZA","www.dieburger.com",21,0
"ZAF","ZA","www.dieburger.com",20,0
"ZAF","ZA","www.dieburger.com",32,0
"ZAF","ZA","www.dieburger.com",4,0
"ZAF","ZA","www.dieburger.com",2,0
"ZAF","ZA","www.dieburger.com",24,0
"ZAF","ZA","www.dieburger.com",41,0
"ZAF","ZA","www.dieburger.com",24,0
"ZAF","ZA","www.dieburger.com",22,0
"ZAF","ZA","www.dieburger.com",18,0
"ZAF","ZA","www.dieburger.com",31,0
"ZAF","ZA","www.dieburger.com",32,0
"ZAF","ZA","www.dieburger.com",35,0
"ZAF","ZA","www.dieburger.com",3,0
"ZAF","ZA","www.dieburger.com",86,0
"ZAF","ZA","www.dispatchlive.co.za",200,1
"ZAF","ZA","www.dispatchlive.co.za",142,1
"ZAF","ZA","www.dispatchlive.co.za",143,1
"ZAF","ZA","www.dispatchlive.co.za",172,1
"ZAF","ZA","www.dispatchlive.co.za",166,1
"ZAF","ZA","www.dispatchlive.co.za",168,1
"ZAF","ZA","www.dispatchlive.co.za",185,1
"ZAF","ZA","www.dispatchlive.co.za",375,1
"ZAF","ZA","www.dispatchlive.co.za",207,1
"ZAF","ZA","www.dispatchlive.co.za",203,1
"ZAF","ZA","www.dispatchlive.co.za",164,1
"ZAF","ZA","www.dispatchlive.co.za",170,1
"ZAF","ZA","www.dispatchlive.co.za",174,1
"ZAF","ZA","www.dispatchlive.co.za",201,1
"ZAF","ZA","www.dispatchlive.co.za",168,1
"ZAF","ZA","www.dispatchlive.co.za",186,1
"ZAF","ZA","www.dispatchlive.co.za",190,1
"ZAF","ZA","www.dispatchlive.co.za",195,1
"ZAF","ZA","www.dispatchlive.co.za",152,1
"ZAF","ZA","www.dispatchlive.co.za",166,1
"ZAF","ZA","www.dispatchlive.co.za",184,1
"ZAF","ZA","www.dispatchlive.co.za",165,1
"ZAF","ZA","www.dispatchlive.co.za",205,1
"ZAF","ZA","www.dispatchlive.co.za",186,1
"ZAF","ZA","www.dispatchlive.co.za",201,1
"ZAF","ZA","www.dispatchlive.co.za",375,1
"ZAF","ZA","www.dispatchlive.co.za",143,1
"ZAF","ZA","www.dispatchlive.co.za",175,1
"ZAF","ZA","www.dispatchlive.co.za",157,1
"ZAF","ZA","www.dispatchlive.co.za",142,1
"ZAF","ZA","www.dispatchlive.co.za",170,1
"ZAF","ZA","www.dispatchlive.co.za",165,1
"ZAF","ZA","www.dispatchlive.co.za",186,1
"ZAF","ZA","www.dispatchlive.co.za",370,1
"ZAF","ZA","www.dispatchlive.co.za",166,1
"ZAF","ZA","www.dispatchlive.co.za",209,1
"ZAF","ZA","www.dispatchlive.co.za",402,1
"ZAF","ZA","www.dispatchlive.co.za",146,1
"ZAF","ZA","www.dispatchlive.co.za",175,1
"ZAF","ZA","www.dispatchlive.co.za",196,1
"ZAF","ZA","www.dispatchlive.co.za",208,1
"ZAF","ZA","www.dispatchlive.co.za",145,1
"ZAF","ZA","www.dispatchlive.co.za",226,1
"ZAF","ZA","www.dispatchlive.co.za",202,1
"ZAF","ZA","www.districtmail.com",42,1
"ZAF","ZA","www.districtmail.com",18,1
"ZAF","ZA","www.districtmail.com",32,1
"ZAF","ZA","www.districtmail.com",24,1
"ZAF","ZA","www.districtmail.com",54,1
"ZAF","ZA","www.districtmail.com",43,0
"ZAF","ZA","www.districtmail.com",3,0
"ZAF","ZA","www.districtmail.com",11,0
"ZAF","ZA","www.districtmail.com",30,0
"ZAF","ZA","www.districtmail.com",20,0
"ZAF","ZA","www.districtmail.com",11,0
"ZAF","ZA","www.districtmail.com",38,0
"ZAF","ZA","www.districtmail.com",39,0
"ZAF","ZA","www.districtmail.com",28,0
"ZAF","ZA","www.districtmail.com",24,0
"ZAF","ZA","www.districtmail.com",29,0
"ZAF","ZA","www.districtmail.com",22,0
"ZAF","ZA","www.districtmail.com",22,0
"ZAF","ZA","www.districtmail.com",20,0
"ZAF","ZA","www.districtmail.com",30,0
"ZAF","ZA","www.districtmail.com",31,0
"ZAF","ZA","www.districtmail.com",11,0
"ZAF","ZA","www.districtmail.com",4,0
"ZAF","ZA","www.districtmail.com",41,0
"ZAF","ZA","www.districtmail.com",3,0
"ZAF","ZA","www.districtmail.com",12,0
"ZAF","ZA","www.districtmail.com",2,0
"ZAF","ZA","www.districtmail.com",22,0
"ZAF","ZA","www.districtmail.com",19,0
"ZAF","ZA","www.districtmail.com",49,0
"ZAF","ZA","www.districtmail.com",4,0
"ZAF","ZA","www.districtmail.com",23,0
"ZAF","ZA","www.districtmail.com",1,0
"ZAF","ZA","www.districtmail.com",19,0
"ZAF","ZA","www.districtmail.com",41,0
"ZAF","ZA","www.districtmail.com",30,0
"ZAF","ZA","www.districtmail.com",58,0
"ZAF","ZA","www.districtmail.com",19,0
"ZAF","ZA","www.districtmail.com",44,0
"ZAF","ZA","www.districtmail.com",48,0
"ZAF","ZA","www.durbannews.co.za",354,1
"ZAF","ZA","www.durbannews.co.za",315,1
"ZAF","ZA","www.durbannews.co.za",316,1
"ZAF","ZA","www.durbannews.co.za",320,1
"ZAF","ZA","www.durbannews.co.za",355,1
"ZAF","ZA","www.durbannews.co.za",335,1
"ZAF","ZA","www.durbannews.co.za",311,1
"ZAF","ZA","www.durbannews.co.za",329,1
"ZAF","ZA","www.durbannews.co.za",316,1
"ZAF","ZA","www.durbannews.co.za",318,1
"ZAF","ZA","www.durbannews.co.za",357,1
"ZAF","ZA","www.durbannews.co.za",312,1
"ZAF","ZA","www.durbannews.co.za",354,1
"ZAF","ZA","www.durbannews.co.za",335,1
"ZAF","ZA","www.durbannews.co.za",316,1
"ZAF","ZA","www.durbannews.co.za",390,1
"ZAF","ZA","www.durbannews.co.za",379,1
"ZAF","ZA","www.durbannews.co.za",316,1
"ZAF","ZA","www.durbannews.co.za",313,1
"ZAF","ZA","www.durbannews.co.za",310,1
"ZAF","ZA","www.durbannews.co.za",343,1
"ZAF","ZA","www.durbannews.co.za",358,1
"ZAF","ZA","www.durbannews.co.za",318,1
"ZAF","ZA","www.durbannews.co.za",303,1
"ZAF","ZA","www.durbannews.co.za",379,1
"ZAF","ZA","www.durbannews.co.za",316,1
"ZAF","ZA","www.durbannews.co.za",329,1
"ZAF","ZA","www.durbannews.co.za",318,1
"ZAF","ZA","www.durbannews.co.za",334,1
"ZAF","ZA","www.durbannews.co.za",341,1
"ZAF","ZA","www.durbannews.co.za",315,1
"ZAF","ZA","www.durbannews.co.za",367,1
"ZAF","ZA","www.durbannews.co.za",379,1
"ZAF","ZA","www.durbannews.co.za",356,1
"ZAF","ZA","www.durbannews.co.za",317,1
"ZAF","ZA","www.durbannews.co.za",299,1
"ZAF","ZA","www.durbannews.co.za",314,1
"ZAF","ZA","www.durbannews.co.za",341,1
"ZAF","ZA","www.durbannews.co.za",349,1
"ZAF","ZA","www.durbannews.co.za",368,1
"ZAF","ZA","www.durbannews.co.za",312,1
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",2,0
"ZAF","ZA","www.eastlondonexpress.co.za",23,0
"ZAF","ZA","www.eastlondonexpress.co.za",11,0
"ZAF","ZA","www.eastlondonexpress.co.za",24,0
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",28,0
"ZAF","ZA","www.eastlondonexpress.co.za",3,0
"ZAF","ZA","www.eastlondonexpress.co.za",44,0
"ZAF","ZA","www.eastlondonexpress.co.za",18,0
"ZAF","ZA","www.eastlondonexpress.co.za",20,0
"ZAF","ZA","www.eastlondonexpress.co.za",38,0
"ZAF","ZA","www.eastlondonexpress.co.za",2,0
"ZAF","ZA","www.eastlondonexpress.co.za",24,0
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",42,0
"ZAF","ZA","www.eastlondonexpress.co.za",3,0
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",21,0
"ZAF","ZA","www.eastlondonexpress.co.za",30,0
"ZAF","ZA","www.eastlondonexpress.co.za",31,0
"ZAF","ZA","www.eastlondonexpress.co.za",32,0
"ZAF","ZA","www.eastlondonexpress.co.za",40,0
"ZAF","ZA","www.eastlondonexpress.co.za",2,0
"ZAF","ZA","www.eastlondonexpress.co.za",3,0
"ZAF","ZA","www.eastlondonexpress.co.za",24,0
"ZAF","ZA","www.eastlondonexpress.co.za",2,0
"ZAF","ZA","www.eastlondonexpress.co.za",28,0
"ZAF","ZA","www.eastlondonexpress.co.za",19,0
"ZAF","ZA","www.eastlondonexpress.co.za",32,0
"ZAF","ZA","www.eastlondonexpress.co.za",41,0
"ZAF","ZA","www.eastlondonexpress.co.za",3,0
"ZAF","ZA","www.eastlondonexpress.co.za",3,0
"ZAF","ZA","www.eastlondonexpress.co.za",24,0
"ZAF","ZA","www.eastlondonexpress.co.za",42,0
"ZAF","ZA","www.eastlondonexpress.co.za",21,0
"ZAF","ZA","www.eastlondonexpress.co.za",22,0
"ZAF","ZA","www.eastlondonexpress.co.za",32,0
"ZAF","ZA","www.eastlondonexpress.co.za",35,0
"ZAF","ZA","www.eastlondonexpress.co.za",82,0
"ZAF","ZA","www.ecr.co.za",1,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",30,1
"ZAF","ZA","www.ecr.co.za",3,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",4,1
"ZAF","ZA","www.ecr.co.za",25,1
"ZAF","ZA","www.ecr.co.za",62,1
"ZAF","ZA","www.ecr.co.za",25,1
"ZAF","ZA","www.ecr.co.za",9,1
"ZAF","ZA","www.ecr.co.za",23,1
"ZAF","ZA","www.ecr.co.za",173,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",29,1
"ZAF","ZA","www.ecr.co.za",3,1
"ZAF","ZA","www.ecr.co.za",24,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",23,1
"ZAF","ZA","www.ecr.co.za",17,1
"ZAF","ZA","www.ecr.co.za",1,1
"ZAF","ZA","www.ecr.co.za",4,1
"ZAF","ZA","www.ecr.co.za",18,1
"ZAF","ZA","www.ecr.co.za",30,1
"ZAF","ZA","www.ecr.co.za",27,1
"ZAF","ZA","www.ecr.co.za",4,1
"ZAF","ZA","www.ecr.co.za",32,1
"ZAF","ZA","www.ecr.co.za",26,1
"ZAF","ZA","www.ecr.co.za",9,1
"ZAF","ZA","www.ecr.co.za",10,1
"ZAF","ZA","www.ecr.co.za",3,1
"ZAF","ZA","www.ecr.co.za",8,1
"ZAF","ZA","www.ecr.co.za",173,1
"ZAF","ZA","www.ecr.co.za",1,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",29,1
"ZAF","ZA","www.ecr.co.za",29,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",4,1
"ZAF","ZA","www.ecr.co.za",23,1
"ZAF","ZA","www.ecr.co.za",3,1
"ZAF","ZA","www.ecr.co.za",1,1
"ZAF","ZA","www.ecr.co.za",24,1
"ZAF","ZA","www.ecr.co.za",31,1
"ZAF","ZA","www.ecr.co.za",2,1
"ZAF","ZA","www.ecr.co.za",66,1
"ZAF","ZA","www.edenexpress.co.za",19,0
"ZAF","ZA","www.edenexpress.co.za",1,0
"ZAF","ZA","www.edenexpress.co.za",17,0
"ZAF","ZA","www.edenexpress.co.za",20,0
"ZAF","ZA","www.edenexpress.co.za",32,0
"ZAF","ZA","www.edenexpress.co.za",4,0
"ZAF","ZA","www.edenexpress.co.za",43,0
"ZAF","ZA","www.edenexpress.co.za",28,0
"ZAF","ZA","www.edenexpress.co.za",3,0
"ZAF","ZA","www.edenexpress.co.za",24,0
"ZAF","ZA","www.edenexpress.co.za",18,0
"ZAF","ZA","www.edenexpress.co.za",20,0
"ZAF","ZA","www.edenexpress.co.za",48,0
"ZAF","ZA","www.edenexpress.co.za",25,0
"ZAF","ZA","www.edenexpress.co.za",3,0
"ZAF","ZA","www.edenexpress.co.za",24,0
"ZAF","ZA","www.edenexpress.co.za",19,0
"ZAF","ZA","www.edenexpress.co.za",29,0
"ZAF","ZA","www.edenexpress.co.za",19,0
"ZAF","ZA","www.edenexpress.co.za",18,0
"ZAF","ZA","www.edenexpress.co.za",24,0
"ZAF","ZA","www.edenexpress.co.za",33,0
"ZAF","ZA","www.edenexpress.co.za",23,0
"ZAF","ZA","www.edenexpress.co.za",21,0
"ZAF","ZA","www.edenexpress.co.za",9,0
