"domain","cc","object_domain","object_loc_cc","cdn_domain"
"www.zimbabwesituation.com","ZW","img.youtube.com","US-CA","youtube."
"www.zimbabwestar.com","ZW","cdnjs.cloudflare.com","US","cloudflare.com"
"www.zimbojam.com","ZW","s0.wp.com","US-CA","wp.com"
"www.zimbojam.com","ZW","cdnjs.cloudflare.com","US","cloudflare.com"
"www.zimbojam.com","ZW","i0.wp.com","US-CA","wp.com"
"www.zimbojam.com","ZW","i1.wp.com","US-CA","wp.com"
"www.zimbojam.com","ZW","stats.wp.com","US-CA","wp.com"
"www.zimbojam.com","ZW","s.gravatar.com","US-CA","gravatar.com"
"www.zimbojam.com","ZW","i2.wp.com","US-CA","wp.com"
"www.zimdaily.com","ZW","pagead2.googlesyndication.com","US-CA","googlesyndication."
"www.zimeye.net","ZW","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"www.zimmetro.com","ZW","i0.wp.com","US-CA","wp.com"
"www.zimmetro.com","ZW","i2.wp.com","US-CA","wp.com"
"www.zimmetro.com","ZW","stats.wp.com","US-CA","wp.com"
"www.zimmetro.com","ZW","s.gravatar.com","US-CA","gravatar.com"
"www.zimmetro.com","ZW","i1.wp.com","US-CA","wp.com"
"www.zimmetro.com","ZW","s0.wp.com","US-CA","wp.com"
"www.znbc.co.zm","ZM","secure.gravatar.com","US-CA","gravatar.com"
"www.zodiakmalawi.com","MW","www.google.com","US-CA","google."
"www.zodiakmalawi.com","MW","connect.facebook.net","IE","facebook.net"
"xalimasn.com","SN","s0.wp.com","US-CA","wp.com"
"xalimasn.com","SN","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"xalimasn.com","SN","i1.wp.com","US-CA","wp.com"
"xalimasn.com","SN","i0.wp.com","US-CA","wp.com"
"xalimasn.com","SN","stats.wp.com","US-CA","wp.com"
"xalimasn.com","SN","s.gravatar.com","US-CA","gravatar.com"
"xalimasn.com","SN","i2.wp.com","US-CA","wp.com"
"ynaija.com","NG","d5nxst8fruw4z.cloudfront.net","US-WA","cloudfront.net"
"zambiabusinesstimes.com","ZM","www.google.com","US-CA","google."
"zimbabwedigitalnews.com","ZW","connect.facebook.net","IE","facebook.net"
"zimbabweelection.com","ZW","s0.wp.com","US-CA","wp.com"
"zimbabweelection.com","ZW","i0.wp.com","US-CA","wp.com"
"zimbabweelection.com","ZW","i1.wp.com","US-CA","wp.com"
"zimbabweelection.com","ZW","stats.wp.com","US-CA","wp.com"
"zimbabweelection.com","ZW","s.gravatar.com","US-CA","gravatar.com"
"zimbabweelection.com","ZW","i2.wp.com","US-CA","wp.com"
"zimbabwehub.com","ZW","s0.wp.com","US-CA","wp.com"
"zimbabwehub.com","ZW","i0.wp.com","US-CA","wp.com"
"zimbabwehub.com","ZW","i2.wp.com","US-CA","wp.com"
"zimbabwehub.com","ZW","stats.wp.com","US-CA","wp.com"
"zimbabwehub.com","ZW","i1.wp.com","US-CA","wp.com"
"zimbabwenews.co.uk","ZW","stats.wp.com","US-CA","wp.com"
"zimbabwenews.co.uk","ZW","secure.gravatar.com","US-CA","gravatar.com"
"zimbabwenews.co.uk","ZW","i0.wp.com","US-CA","wp.com"
"zimbabwenews.co.uk","ZW","s0.wp.com","US-CA","wp.com"
"zimbabwenews.co.uk","ZW","i1.wp.com","US-CA","wp.com"
"zimbabwenews.co.uk","ZW","i2.wp.com","US-CA","wp.com"
"zimnews.net","ZW","s0.wp.com","US-CA","wp.com"
"zimnews.net","ZW","i1.wp.com","US-CA","wp.com"
"zimnews.net","ZW","i2.wp.com","US-CA","wp.com"
"zimnews.net","ZW","stats.wp.com","US-CA","wp.com"
"zimnews.net","ZW","s.gravatar.com","US-CA","gravatar.com"
"zimnews.net","ZW","i0.wp.com","US-CA","wp.com"
"zimonlinenews.com","ZW","2.gravatar.com","US-CA","gravatar.com"
"zimonlinenews.com","ZW","1.gravatar.com","US-CA","gravatar.com"
"zululandobserver.co.za","ZA","www.google.com","US-CA","google."
"zululandobserver.co.za","ZA","www.facebook.com","IE","facebook.com"
