"domain","cc","geoloc_cc",size_mobile,"price_mobile",size_desktop,"price_desktop"
"www.lephareonline.net","CD","US-FL",46424,"0.0009",112835,"0.0021"
"www.lepotentielonline.com","CD","FR",317552,"0.0059",317552,"0.0059"
"www.lequotidien-oran.com","DZ","FR",55689,"0.0004",55689,"0.0004"
"www.lequotidien.sn","SN","US-TX",236478,"0.0016",236273,"0.0016"
"www.leral.net","SN","FR",131442,"0.0009",131454,"0.0009"
"www.lereporter.ma","MA","FR",147441,"0.0006",148660,"0.0006"
"www.les4verites.info","BJ","FR",54603,"0.0004",54603,"0.0004"
"www.lesdepechesdebrazzaville.fr","CG","FR",49086,"0.0005",49086,"0.0005"
"www.leseco.ma","MA","MA",298844,"0.0013",298844,"0.0013"
"www.lesnouvelles.org","ET","US-MA",63357,"0.0004",20084,"0.0001"
"www.lesoftonline.net","CD","FR",44100,"0.0008",44484,"0.0008"
"www.lesoirdalgerie.com","DZ","NL",26048,"0.0002",26048,"0.0002"
"www.lesoleil.sn","SN","CH",349936,"0.0023",349936,"0.0023"
"www.lestrepublicain.com","DZ","US-CA",138119,"0.0010",138119,"0.0010"
"www.letemps.com.tn","TN","FR",65543,"0.0002",65543,"0.0002"
"www.letempsdz.com","DZ","FR",144918,"0.0010",144294,"0.0010"
"www.leuksenegal.com","SN","US-CA",36103,"0.0002",460745,"0.0031"
"www.lexpertjournal.net","TN","FR",73256,"0.0002",73256,"0.0002"
"www.lexpress.mu","MU","IE",281146,"0.0019",281146,"0.0019"
"www.lexpressmada.com","MG","FR",78867,"0.0005",78867,"0.0005"
"www.libe.ma","MA","FR",25035,"0.0001",97360,"0.0004"
"www.liberian-connection.net","LR","JP",13845,"0.0001",13845,"0.0001"
"www.liberte-algerie.com","DZ","CA-QC",90877,"0.0006",90877,"0.0006"
"www.libya-businessnews.com","LY","US",55122,"0.0010",55119,"0.0010"
"www.libya-today.com","LY","US-NY",204388,"0.0035",204354,"0.0035"
"www.libyanewstoday.com","LY","US-NY",68893,"0.0012",68893,"0.0012"
"www.linfodrome.com","CI","FR",308479,"0.0037",314121,"0.0038"
"www.livenewsalgerie.com","DZ","BG",106143,"0.0007",106143,"0.0007"
"www.lnr-dz.com","DZ","FR",44367,"0.0003",44367,"0.0003"
"www.lobservateur.bf","BF","US-TX",70408,"0.0005",71679,"0.0006"
"www.lobservateur.cd","CD","US-FL",17745,"0.0003",17745,"0.0003"
"www.lomecite.com","TG","IN",42936,"0.0003",42936,"0.0003"
"www.lomeinfos.com","TG","US-FL",74447,"0.0006",73342,"0.0006"
"www.ltv.ly","LY","LY",73841,"0.0013",73841,"0.0013"
"www.lusakatimes.com","ZM","US",267029,"0.0041",222794,"0.0034"
"www.mada.pro","MG","FR",57005,"0.0004",57005,"0.0004"
"www.madagascar-tribune.com","MG","FR",76642,"0.0005",76642,"0.0005"
"www.madagate.com","MG","US-UT",43178,"0.0003",43178,"0.0003"
"www.madamasr.com","EG","US",45469,"0.0001",161869,"0.0003"
"www.madonline.com","MG","FR",63723,"0.0004",63723,"0.0004"
"www.magazetini.com","TZ","US",42970,"0.0001",42742,"0.0001"
"www.malango-actualite.fr","YT","FR",11313,NULL,11313,NULL
"www.malawianwatchdog.com","MW","US-AZ",258809,"0.0014",258809,"0.0014"
"www.malawivoice.com","MW","US-CA",118890,"0.0006",118890,"0.0006"
"www.maledatimes.com","ET","US-UT",69559,"0.0004",88439,"0.0005"
"www.malijet.com","ML","FR",389427,"0.0049",389427,"0.0049"
"www.maliweb.net","ML","US-VA",605109,"0.0076",605109,"0.0076"
"www.manaonline.gov.mw","MW","MW",95804,"0.0005",95804,"0.0005"
"www.mapnews.ma","MA","MA",98666,"0.0004",98666,"0.0004"
"www.maroc-hebdo.press.ma","MA","US-UT",128534,"0.0006",128534,"0.0006"
"www.marocpress.com","MA","US-OR",126816,"0.0005",126816,"0.0005"
"www.masralarabia.com","EG","FR",145474,"0.0002",345959,"0.0005"
"www.masvingomirror.com","ZW","US-CA",286436,"0.0084",310202,"0.0091"
"www.mayotte-observer.com","YT","VG",1149,NULL,27893,NULL
"www.mayottehebdo.com","YT","FR",42353,NULL,42353,NULL
"www.mbc.mw","MW","US-MI",97677,"0.0005",97009,"0.0005"
"www.medi1.com","MA","FR",623862,"0.0027",623862,"0.0027"
"www.mediacentre.go.ug","UG","DE",58713,"0.0004",58713,"0.0004"
"www.mediacongo.net","CD","CH",64079,"0.0012",64430,"0.0012"
"www.mediaguinee.net","GQ","FR",519374,NULL,519382,NULL
"www.mediamaxnetwork.co.ke","KE","US",199665,"0.0008",185358,"0.0007"
"www.medianigeria.com","NG","US-TX",44965,"0.0002",44965,"0.0002"
"www.menara.ma","MA","MA",119384,"0.0005",119384,"0.0005"
"www.mercado.co.ao","AO","GB",62042,"0.0012",62042,"0.0012"
"www.meskerem.net","ER","US-FL",71057,NULL,71057,NULL
"www.metroworld.tv","GH","US-MA",18201,"0.0001",18201,"0.0001"
"www.midi-madagasikara.mg","MG","FR",77898,"0.0005",77898,"0.0005"
"www.miningnewszambia.com","ZM","ZA",93983,"0.0014",93983,"0.0014"
"www.mmo.co.mz","MZ","US",146486,"0.0005",146486,"0.0005"
"www.modernghana.com","GH","US",71021,"0.0003",80823,"0.0004"
"www.monitor.co.ug","UG","GB",107965,"0.0007",107965,"0.0007"
"www.moov.mg","MG","US-CA",67233,"0.0005",67337,"0.0005"
"www.moroccobusinessnews.com","MA","MA",1486,"0.0000",1486,"0.0000"
"www.moroccomirror.com","MA","US-MA",63530,"0.0003",20673,"0.0001"
"www.moroccoworldnews.com","MA","US",613606,"0.0027",613606,"0.0027"
"www.mostaganem-aujourdhui.com","DZ","FR",44930,"0.0003",44930,"0.0003"
"www.muvitv.com","ZM","US-MA",33883,"0.0005",231791,"0.0036"
"www.mw","MW","SE",73619,"0.0004",73619,"0.0004"
"www.mwanahalisi.co.tz","TZ","US-UT",35637,"0.0001",35637,"0.0001"
"www.mwananchi.co.tz","TZ","GB",102611,"0.0003",102611,"0.0003"
"www.mwanaspoti.co.tz","TZ","GB",84868,"0.0003",84868,"0.0003"
"www.mwebantu.news","ZM","US-UT",270279,"0.0042",270279,"0.0042"
"www.mwnation.com","MW","US-AZ",90356,"0.0005",90356,"0.0005"
"www.mybulawayo.com","ZW","NL",65409,"0.0019",65409,"0.0019"
"www.mydailynewswatchng.com","NG","US-TX",168408,"0.0006",168408,"0.0006"
"www.myjoyonline.com","GH","CA-QC",395888,"0.0018",385305,"0.0018"
"www.mylbsonline.net","LR","US-AZ",18165,"0.0001",18097,"0.0001"
"www.myzimbabwe.co.zw","ZW","US-AZ",239725,"0.0071",240369,"0.0071"
"www.naij.com","NG","US-VA",117578,"0.0004",115564,"0.0004"
"www.naijaleaks.org","NG","AU",63043,"0.0002",69922,"0.0002"
"www.nairaland.com","NG","US",23936,"0.0001",24472,"0.0001"
"www.nairobigossips.com","KE","US-NE",42658,"0.0002",203547,"0.0008"
"www.namibian.com.na","NA","ZA",108503,"0.0007",108503,"0.0007"
"www.namibtimes.net","NA","NA",42697,"0.0003",42697,"0.0003"
"www.nampa.org","NA","NA",28299,"0.0002",28311,"0.0002"
"www.nan.ng","NG","US-VA",315284,"0.0011",315231,"0.0011"
"www.nation.co.ke","KE","US",94805,"0.0004",94807,"0.0004"
"www.nation.sc","SC","FR",34778,"0.0006",34778,"0.0006"
"www.nationalaccordnewspaper.com","NG","BG",610316,"0.0021",610316,"0.0021"
"www.nationaldailyng.com","NG","US-MI",412511,"0.0014",412993,"0.0014"
"www.nationalnetworkonline.com","NG","US-FL",44343,"0.0002",44343,"0.0002"
"www.nazret.com","ET","BG",276937,"0.0016",276994,"0.0016"
"www.nbc.na","NA","US-UT",49981,"0.0003",49981,"0.0003"
"www.netpress.bi","BI","BI",201855,"0.0007",201855,"0.0007"
"www.netwerk24.com","ZA","ZA",169058,"0.0017",263193,"0.0027"
"www.newbusinessethiopia.com","ET","US-FL",164173,"0.0009",164173,"0.0009"
"www.newera.com.na","NA","DE",304647,"0.0019",304647,"0.0019"
"www.newpressphoto.com","DZ","FR",20481,"0.0001",20481,"0.0001"
"www.news.co.za","ZA","GB",38848,"0.0004",38848,"0.0004"
"www.news24.co.ke","KE","ZA",141937,"0.0006",92074,"0.0004"
"www.news24.com","ZA","ZA",141949,"0.0015",274962,"0.0028"
"www.news24.com.ng","NG","ZA",63756,"0.0002",192294,"0.0007"
"www.news247.com.ng","NG","",22576,"0.0001",29169,"0.0001"
"www.newsday.co.zw","ZW","BG",200035,"0.0059",201676,"0.0059"
"www.newsday.com.ng","NG","NL",91943,"0.0003",91814,"0.0003"
"www.newsdirectonline.com","NG","CA",60792,"0.0002",60792,"0.0002"
"www.newsdzezimbabwe.co.uk","ZW","US-CA",43732,"0.0013",207191,"0.0061"
"www.newsexpressngr.com","NG","US-TX",99943,"0.0003",99943,"0.0003"
"www.newsghana.com.gh","GH","US",227736,"0.0011",229041,"0.0011"
"www.newsjournal.com.ng","NG","US-MI",38421,"0.0001",306907,"0.0011"
"www.newsmada.com","MG","US-UT",99442,"0.0007",99442,"0.0007"
"www.newsng.com","NG","US-CA",88336,"0.0003",95622,"0.0003"
"www.newsofrwanda.com","RW","US-CA",60956,"0.0002",60956,"0.0002"
"www.newsudanvision.com","SS","CA-BC",33414,"0.0002",33414,"0.0002"
"www.newtimes.co.rw","RW","US-TX",49604,"0.0001",49604,"0.0001"
"www.newvision.co.ug","UG","SG",133454,"0.0008",133454,"0.0008"
"www.newzimbabwe.com","ZW","GB",113572,"0.0033",113572,"0.0033"
"www.ngamitimes.com","BW","US-MA",74804,"0.0023",74804,"0.0023"
"www.nifahamishe.com","TZ","US-AZ",79276,"0.0002",79276,"0.0002"
"www.nigerdeltastandard.com","NG","US-FL",5176,"0.0000",1137,"0.0000"
"www.nigeria-news-world.com","NG","US",126271,"0.0004",195590,"0.0007"
"www.nigeria70.com","NG","US-NY",64831,"0.0002",64831,"0.0002"
"www.nigeriancurrent.com","NG","US-TX",90742,"0.0003",90742,"0.0003"
"www.nigerianewsday.com","NG","US-FL",143958,"0.0005",143958,"0.0005"
"www.nigerianeye.com","NG","US-CA",294698,"0.0010",293660,"0.0010"
"www.nigerianmonitor.com","NG","US",80635,"0.0003",80635,"0.0003"
"www.nigeriannews.com","NG","US-NJ",2345,"0.0000",2345,"0.0000"
"www.nigerianobservernews.com","NG","US-TX",217755,"0.0008",217587,"0.0008"
"www.nigerianorientnews.com","NG","US-MA",63209,"0.0002",70090,"0.0002"
"www.nigeriapolitico.net","NG","US-TX",9014,"0.0000",9628,"0.0000"
"www.nigeriasun.com","NG","US-WA",22595,"0.0001",22595,"0.0001"
"www.nigeriavillagesquare.com","NG","US-CA",166104,"0.0006",167258,"0.0006"
"www.nigeriaworld.com","NG","US",50992,"0.0002",50992,"0.0002"
"www.niletc.tv","EG","US",145052,"0.0002",145052,"0.0002"
"www.nlsguinee.com","GQ","CH",305718,NULL,305718,NULL
"www.noseweek.co.za","ZA","ZA",10182,"0.0001",48750,"0.0005"
"www.notrevoie.com","CI","US-MO",35495,"0.0004",35495,"0.0004"
"www.novojornal.co.ao","AO","US-TX",243873,"0.0048",243873,"0.0048"
"www.nrgui.com","GQ","FR",126639,NULL,126639,NULL
"www.ntalagoschannel10.net","NG","",5351,"0.0000",5351,"0.0000"
"www.ntanews24.tv","NG","US-TX",8983,"0.0000",9562,"0.0000"
"www.ntv.co.ug","UG","US-CA",115525,"0.0007",115525,"0.0007"
"www.nyasatimes.com","MW","US",191569,"0.0010",142226,"0.0008"
"www.observer.co.za","ZA","ZA",111304,"0.0012",111304,"0.0012"
"www.observer.org.sz","SZ","SZ",37763,NULL,37746,NULL
"www.observer.ug","UG","US-IL",54975,"0.0003",54975,"0.0003"
"www.odili.net","NG","US",5255,"0.0000",5255,"0.0000"
"www.ofm.co.za","ZA","ZA",270157,"0.0028",270157,"0.0028"
"www.ogtv.com.ng","NG","US-IL",86655,"0.0003",85682,"0.0003"
"www.ogunradio.com","NG","US-TX",55816,"0.0002",55816,"0.0002"
"www.ondoevents.com","NG","US-CA",200814,"0.0007",217092,"0.0008"
"www.ondonews.com","NG","VG",1149,"0.0000",27081,"0.0001"
"www.openzambia.com","ZM","US",25092,"0.0004",64493,"0.0010"
"www.opinionnigeria.com","NG","US",162571,"0.0006",162592,"0.0006"
"www.orakonews.com","MW","US-MA",36221,"0.0002",185925,"0.0010"
"www.oran-aps.dz","DZ","DZ",37230,"0.0003",37230,"0.0003"
"www.oranais.com","DZ","FR",146272,"0.0010",146229,"0.0010"
"www.ortb.info","BJ","US-NY",60598,"0.0005",60598,"0.0005"
"www.ortm-mali.tv","ML","US-AZ",18096,"0.0002",18028,"0.0002"
"www.osundefender.org","NG","US-AZ",74121,"0.0003",74121,"0.0003"
"www.ouargla-aps.dz","DZ","DZ",39647,"0.0003",39647,"0.0003"
"www.ouarsenis.com","DZ","FR",109423,"0.0008",109423,"0.0008"
"www.ouestribune-dz.com","DZ","FR",96914,"0.0007",96914,"0.0007"
"www.oujdacity.net","MA","FR",156154,"0.0007",156138,"0.0007"
"www.paarlpost.co.za","ZA","ZA",55748,"0.0006",146430,"0.0015"
"www.palmtreereports.com","SL","VG",16368,"0.0002",27482,"0.0003"
"www.pe-express.co.za","ZA","ZA",61008,"0.0006",112365,"0.0012"
"www.peoplesdailyng.com","NG","US-IL",77862,"0.0003",77862,"0.0003"
"www.peoplespost.co.za","ZA","ZA",59391,"0.0006",110036,"0.0011"
"www.persecondnews.com","NG","US-UT",149440,"0.0005",150472,"0.0005"
"www.pgzambia.com","ZM","GB",32308,"0.0005",32308,"0.0005"
"www.ph-microscope.com","NG","US-MA",92879,"0.0003",92589,"0.0003"
"www.planetesport.dz","DZ","FR",47606,"0.0003",47606,"0.0003"
"www.pmbfever.co.za","ZA","ZA",60010,"0.0006",110773,"0.0011"
"www.pmnewsnigeria.com","NG","US-VA",259286,"0.0009",259286,"0.0009"
"www.politicsweb.co.za","ZA","ZA",38536,"0.0004",38536,"0.0004"
"www.polity.org.za","ZA","ZA",23947,"0.0002",81968,"0.0008"
"www.portalangop.co.ao","AO","AO",82118,"0.0016",82118,"0.0016"
"www.portaldeangola.com","AO","US",484444,"0.0096",484444,"0.0096"
"www.postwatchmagazine.com","CM","US",177662,"0.0016",174161,"0.0015"
"www.potchefstroomherald.co.za","ZA","ZA",71700,"0.0007",187085,"0.0019"
"www.premiermedia.sl","SL","US-MA",32191,"0.0003",32191,"0.0003"
"www.premiumtimesng.com","NG","NL",333743,"0.0012",333743,"0.0012"
"www.presse-dz.com","DZ","US",65468,"0.0005",65468,"0.0005"
"www.promptnewsonline.com","NG","US",92572,"0.0003",92572,"0.0003"
"www.punchng.com","NG","US",91421,"0.0003",91420,"0.0003"
"www.puntlandpost.com","SO","US-TX",126183,NULL,115477,NULL
"www.qfmzambia.com","ZM","US",83129,"0.0013",83907,"0.0013"
"www.quotidienlematin.com","BJ","US-NJ",5552,"0.0000",5552,"0.0000"
"www.qurynanew.com","LY","US-MA",62960,"0.0011",20245,"0.0003"
"www.r1.mu","MU","US-MI",80698,"0.0006",80698,"0.0006"
"www.radio-kankan.com","GQ","DE",169487,NULL,169487,NULL
"www.radioecclesia.org","AO","NL",90394,"0.0018",94826,"0.0019"
"www.radiogameli.com","TG","DK",74983,"0.0006",74983,"0.0006"
"www.radiojovem.info","GW","FR",174159,"0.0099",174178,"0.0099"
"www.radiolagosekofm.net","NG","US-GA",25987,"0.0001",25987,"0.0001"
"www.radiolome.tg","TG","US-TX",235161,"0.0019",235161,"0.0019"
"www.radiomaria.org.zm","ZM","IT",62955,"0.0010",62955,"0.0010"
"www.radiomuqdisho.net","SO","SO",209153,NULL,209153,NULL
"www.radiondekeluka.org","CF","CH",35463,"0.0004",35463,"0.0004"
"www.radionigeriakaduna.net","NG","US-AZ",18327,"0.0001",18259,"0.0001"
"www.radionigerialagos.com","NG","US-TX",51625,"0.0002",51959,"0.0002"
"www.radiotunis.com","TN","US-CA",32237,"0.0001",32237,"0.0001"
"www.radiovop.com","ZW","ZA",57504,"0.0017",57536,"0.0017"
"www.radiowa.org","UG","IT",37158,"0.0002",37159,"0.0002"
"www.raiamwema.co.tz","TZ","CA-QC",33339,"0.0001",210449,"0.0007"
"www.rapport.co.za","ZA","ZA",58856,"0.0006",141198,"0.0015"
"www.rasd-tv.com","EH","ES",22309,NULL,26148,NULL
"www.rayaam.net","SD","US-MA",62849,"0.0003",69730,"0.0004"
"www.rba.co.rw","RW","RW",66344,"0.0002",66344,"0.0002"
"www.realites.com.tn","TN","US",78844,"0.0002",78846,"0.0002"
"www.redeangola.info","AO","US-NJ",18854,"0.0004",18876,"0.0004"
"www.reflexiondz.net","DZ","FR",65892,"0.0005",65893,"0.0005"
"www.reporters.dz","DZ","FR",99259,"0.0007",98654,"0.0007"
"www.reportghananews.com","GH","US-UT",43922,"0.0002",49240,"0.0002"
"www.republikein.com.na","NA","US",74114,"0.0005",68310,"0.0004"
"www.risingsunlenasia.co.za","ZA","US",105525,"0.0011",269284,"0.0028"
"www.rm.co.mz","MZ","MZ",83762,"0.0003",83762,"0.0003"
"www.rnanews.com","RW","DK",25576,"0.0001",25576,"0.0001"
"www.rpa.bi","BI","CH",162916,"0.0005",162916,"0.0005"
"www.rtb.bf","BF","FR",648497,"0.0051",648497,"0.0051"
"www.rtc.cv","CV","PT",51448,"0.0003",51448,"0.0003"
"www.rtd.dj","DJ","FR",64541,NULL,64541,NULL
"www.rtg-conakry.com","GQ","US",53201,NULL,53201,NULL
"www.rti.ci","CI","FR",7312,"0.0001",7312,"0.0001"
"www.rts.sn","SN","IT",39858,"0.0003",41011,"0.0003"
"www.rumeursdabidjan.net","CI","FR",68432,"0.0008",68432,"0.0008"
"www.rumo.co.ao","AO","GB",114279,"0.0023",114279,"0.0023"
"www.sabc.co.za","ZA","ZA",108362,"0.0011",108361,"0.0011"
"www.sagoodnews.co.za","ZA","DE",102782,"0.0011",103615,"0.0011"
"www.sahara-online.net","EH","FR",97265,NULL,96720,NULL
"www.sahara-update.org","EH","US-TX",16432,NULL,22331,NULL
"www.saint.fm","SH","GB",66310,NULL,66293,NULL
"www.sainthelena.gov.sh","SH","GB",86856,NULL,86856,NULL
"www.sake24.com","ZA","ZA",85738,"0.0009",194872,"0.0020"
"www.salonereporter.net","SL","US-AZ",20134,"0.0002",20134,"0.0002"
"www.salonetoday.com","SL","IL",122305,"0.0012",122305,"0.0012"
"www.sapo.ao","AO","PT",113952,"0.0023",113952,"0.0023"
"www.sapo.cv","CV","PT",117337,"0.0006",117337,"0.0006"
"www.sapo.mz","MZ","PT",110650,"0.0004",110650,"0.0004"
"www.sbc.sc","SC","SC",26557,"0.0005",26557,"0.0005"
"www.sen24heures.com","SN","FR",77981,"0.0005",77981,"0.0005"
"www.sen360.com","SN","FR",202130,"0.0014",202079,"0.0014"
"www.senenews.com","SN","DE",164027,"0.0011",164027,"0.0011"
"www.senetoile.net","SN","GB",394283,"0.0026",394283,"0.0026"
"www.seneweb.com","SN","US",309131,"0.0021",244946,"0.0016"
"www.sensornewsonline.com.ng","NG","GB",171316,"0.0006",171164,"0.0006"
"www.setif.info","DZ","CH",32119,"0.0002",32119,"0.0002"
"www.setif.net","DZ","FR",29160,"0.0002",29055,"0.0002"
"www.setifnews.com","DZ","US-VA",2244,"0.0000",2244,"0.0000"
"www.seychellesnewsagency.com","SC","DE",12771,"0.0002",28172,"0.0005"
"www.seychellesweekly.com","SC","US-MA",83453,"0.0015",83453,"0.0015"
"www.shabait.com","ER","BG",326904,NULL,326904,NULL
"www.sharpedgenews.com","NG","US-UT",130027,"0.0005",130027,"0.0005"
"www.shorouknews.com","EG","US",52652,"0.0001",110392,"0.0002"
"www.sidwaya.bf","BF","FR",74585,"0.0006",74585,"0.0006"
"www.sierraexpressmedia.com","SL","GB",160943,"0.0016",162744,"0.0016"
"www.sierraherald.com","SL","GB",104647,"0.0010",104647,"0.0010"
"www.sierraleonenews.net","SL","US-WA",24392,"0.0002",24392,"0.0002"
"www.sierraleonepress.com","SL","US-CA",39313,"0.0004",39313,"0.0004"
"www.sierraleonetimes.com","SL","US-WA",22811,"0.0002",22811,"0.0002"
"www.sis.gov.eg","EG","EG",105416,"0.0002",105416,"0.0002"
"www.siwel.info","DZ","CH",136524,"0.0010",136525,"0.0010"
"www.soccer24.co.zw","ZW","GB",54948,"0.0016",54947,"0.0016"
"www.somalilandsun.com","SO","NL",54353,NULL,317247,NULL
"www.souk-ahras.info","DZ","DE",32838,"0.0002",32838,"0.0002"
"www.southafrica.info","ZA","ZA",115146,"0.0012",115139,"0.0012"
"www.southafrica2day.com","ZA","US-AZ",6914,"0.0001",9945,"0.0001"
"www.southerneye.co.zw","ZW","BG",50624,"0.0015",97245,"0.0029"
"www.southsudannation.com","SS","US-NY",97971,"0.0006",98105,"0.0006"
"www.southsudannewsagency.com","SS","US-VA",5015,"0.0000",5015,"0.0000"
"www.southsudantoday.net","SS","US-FL",5157,"0.0000",1104,"0.0000"
"www.sowetanlive.co.za","ZA","US-CA",211101,"0.0022",211102,"0.0022"
"www.sport-ivoire.ci","CI","US-VA",116705,"0.0014",116705,"0.0014"
"www.sport24.co.za","ZA","ZA",115507,"0.0012",150073,"0.0016"
"www.sportelizabeth.co.za","ZA","ZA",70440,"0.0007",70440,"0.0007"
"www.standardmedia.co.ke","KE","US",93840,"0.0004",74138,"0.0003"
"www.starducongo.com","CG","FR",303044,"0.0032",303020,"0.0032"
"www.starpress.info","MU","US-UT",85499,"0.0006",85499,"0.0006"
"www.statehouse.gov.sl","SL","US-MI",54605,"0.0005",54931,"0.0005"
"www.stop.co.mz","MZ","BG",440774,"0.0014",440774,"0.0014"
"www.stp-press.st","ST","BG",47541,"0.0004",347471,"0.0031"
"www.stpdigital.net","ST","PT",138842,"0.0012",138272,"0.0012"
"www.sudanile.com","SD","GB",15447,"0.0001",15447,"0.0001"
"www.sudanjem.com","SD","NL",257152,"0.0013",257152,"0.0013"
"www.sudantribune.com","SD","FR",36484,"0.0002",36484,"0.0002"
"www.sudantribune.com","SS","FR",36484,"0.0002",36484,"0.0002"
"www.sudantribune.net","SD","FR",58394,"0.0003",58394,"0.0003"
"www.sudantribune.net","SS","FR",58394,"0.0004",58394,"0.0004"
"www.sudonline.sn","SN","US-MA",143170,"0.0010",143170,"0.0010"
"www.sundaymail.co.zw","ZW","US",182380,"0.0054",182526,"0.0054"
"www.sundaynews.co.zw","ZW","ZA",91417,"0.0027",91417,"0.0027"
"www.sundaystandard.info","BW","BW",105642,"0.0033",105642,"0.0033"
"www.sunshinecoastexpress.co.za","ZA","ZA",60584,"0.0006",112386,"0.0012"
"www.supersport.com","ZA","ZA",37671,"0.0004",148965,"0.0015"
"www.switsalone.com","SL","US-AZ",109578,"0.0011",109077,"0.0011"
"www.talk90point5.co.zm","ZM","ZM",33213,"0.0005",33213,"0.0005"
"www.tamtaminfo.com","NE","US-UT",233880,"0.0057",233872,"0.0057"
"www.tamurt.info","DZ","DE",513478,"0.0036",513478,"0.0036"
"www.tanzaniatoday.co.tz","TZ","US-CA",364225,"0.0011",364225,"0.0011"
"www.tbc.go.tz","TZ","TZ",64515,"0.0002",64515,"0.0002"
"www.tchadactuel.com","TD","US-CA",71832,"0.0014",71832,"0.0014"
"www.technomag.co.zw","ZW","US-UT",133818,"0.0039",133853,"0.0039"
"www.techtrends.co.zm","ZM","GB",165182,"0.0025",165182,"0.0025"
"www.techzim.co.zw","ZW","GB",152867,"0.0045",152853,"0.0045"
"www.telanon.info","ST","FR",67413,"0.0006",67413,"0.0006"
"www.tellzim.com","ZW","US-CA",153799,"0.0045",154039,"0.0045"
"www.temoignages.re","RE","FR",25455,NULL,35101,NULL
"www.the-star.co.ke","KE","US",173700,"0.0007",151975,"0.0006"
"www.theabujainquirer.com","NG","US-AZ",80663,"0.0003",80663,"0.0003"
"www.theannouncer.co.za","ZA","ZA",194977,"0.0020",195097,"0.0020"
"www.thebreakingtimes.com","NG","US",121248,"0.0004",121092,"0.0004"
"www.thebugle.co.za","ZA","ZA",26838,"0.0003",142848,"0.0015"
"www.thebusinessconnect.co.zw","ZW","US",89919,"0.0027",89921,"0.0027"
"www.thecable.ng","NG","US",173505,"0.0006",173505,"0.0006"
"www.thecitizen.co.tz","TZ","GB",94835,"0.0003",94835,"0.0003"
"www.theeastafrican.co.ke","KE","US",58506,"0.0002",58511,"0.0002"
"www.theeastafrican.co.ke","TZ","US",58507,"0.0002",58507,"0.0002"
"www.theenquirerweb.com","GH","US-VA",23697,"0.0001",23697,"0.0001"
"www.thegambiaecho.com","GM","US-AZ",205581,"0.0213",205581,"0.0213"
"www.theheartlander.com","NG","US-UT",179027,"0.0006",180364,"0.0006"
"www.theheraldnews.info","NG","US-CA",141393,"0.0005",141393,"0.0005"
"www.theheraldng.com","NG","US",134568,"0.0005",134899,"0.0005"
"www.theindependent.co.zw","ZW","BG",92144,"0.0027",92143,"0.0027"
"www.theinfostrides.com","NG","US-FL",139137,"0.0005",139137,"0.0005"
"www.theliberianjournal.com","LR","US-AZ",26317,"0.0001",26317,"0.0001"
"www.themastonline.com","ZM","ZA",97515,"0.0015",97515,"0.0015"
"www.thenewage.co.za","ZA","ZA",194642,"0.0020",194642,"0.0020"
"www.thenewdawnliberia.com","LR","US-OK",1716237,"0.0080",1716237,"0.0080"
"www.thenewpeople.com","SL","US-VA",13587,"0.0001",13587,"0.0001"
"www.thenewslib.com","LR","US-UT",56092,"0.0003",56092,"0.0003"
"www.thenewspaper.co.za","ZA","US",262423,"0.0027",263355,"0.0027"
"www.thenewswriterng.com","NG","US-NC",74879,"0.0003",74879,"0.0003"
"www.thenigerianvoice.com","NG","US",32790,"0.0001",41055,"0.0001"
"www.thepalavahut.org","LR","US-MA",49658,"0.0002",49658,"0.0002"
"www.thepatriot.co.bw","BW","ZA",50840,"0.0016",50840,"0.0016"
"www.thepatriot.co.zw","ZW","ZA",174452,"0.0051",174452,"0.0051"
"www.thepatrioticvanguard.com","SL","FR",37955,"0.0004",37955,"0.0004"
"www.theperspective.org","LR","US-UT",297955,"0.0014",297955,"0.0014"
"www.therwandan.com","RW","FR",513906,"0.0015",513906,"0.0015"
"www.thesierraleonetelegraph.com","SL","US-CA",385690,"0.0038",385690,"0.0038"
"www.thestandard.co.zw","ZW","BG",71446,"0.0021",71445,"0.0021"
"www.thetidenewsonline.com","NG","US-NC",46486,"0.0002",299988,"0.0010"
"www.thevillager.com.na","NA","US-IL",29774,"0.0002",29774,"0.0002"
"www.thevoicebw.com","BW","US",228967,"0.0071",228967,"0.0071"
"www.thezimbabwean.co","ZW","US",90309,"0.0027",90309,"0.0027"
"www.thezimbabwedaily.com","ZW","GB",45964,"0.0014",45963,"0.0014"
"www.thezimbabwenewslive.com","ZW","US-OR",92671,"0.0027",92671,"0.0027"
"www.thinkghana.com","GH","US-KS",32058,"0.0001",31380,"0.0001"
"www.thisdaylive.com","NG","US-OR",262376,"0.0009",262739,"0.0009"
"www.thisissierraleone.com","SL","US-TX",286800,"0.0028",286660,"0.0028"
"www.times.co.sz","SZ","SZ",41351,NULL,41351,NULL
"www.times.co.zm","ZM","ZA",57668,"0.0009",57668,"0.0009"
"www.timeslive.co.za","ZA","US-CA",139057,"0.0014",194784,"0.0020"
"www.tnrliberia.net","LR","US-AZ",18142,"0.0001",18074,"0.0001"
"www.togoactualite.com","TG","FR",152547,"0.0012",152547,"0.0012"
"www.transactiondalgerie.com","DZ","CH",32632,"0.0002",32632,"0.0002"
"www.tribune.com.ng","NG","SG",135478,"0.0005",135478,"0.0005"
"www.tribunelecteurs.com","DZ","GB",174595,"0.0012",174595,"0.0012"
